"650","","LOGO Lounge: 2,000 International Identities by Leading Designers","Catharine M. Fishel","Design","Nonfiction","Art","3.93","121","2022/03/19"
"651","","Letterhead and Logo Design 9","Mine Design","Design","Nonfiction","","4.19","58","2022/03/19"
"652","","Los Logos: A Selected LOGO Collection","Nicholas Bourquin","Design","Reference","","3.98","105","2022/03/19"
"653","","The Big Book of Logos 3","David E. Carter","","","","4.18","11","2022/03/19"
"654","","Great Short Works of Leo Tolstoy","Leo Tolstoy","Classics","Fiction","Short Stories","4.32","2515","2022/03/19"
"655","","The Death of Ivan Ilych and Other Stories","Leo Tolstoy","Fiction","Classics","Short Stories","4.11","11378","2022/03/19"
"656","","War and Peace","Leo Tolstoy","Classics","Fiction","Historical","4.14","292154","2022/03/19"
"657","","Tolstoy Lied: A Love Story","Rachel Kadish","Fiction","Romance","Contemporary","3.47","698","2022/03/19"
"658","","The Kingdom of God Is Within You","Leo Tolstoy","Philosophy","Religion","Nonfiction","4.11","3969","2022/03/19"
"659","","Walk in the Light & Twenty-Three Tales","Leo Tolstoy","Classics","Fiction","Short Stories","4.12","401","2022/03/19"
"660","","The Poet of Tolstoy Park","Sonny Brewer","Fiction","Historical","Historical Fiction","3.93","763","2022/03/19"
"661","Dune","Hunters Of Dune","Brian Herbert","Science Fiction","Fiction","Fantasy","3.66","14263","2022/03/19"
"662","","Atlas Shrugged","Ayn Rand","Fiction","Classics","Philosophy","3.69","370775","2022/03/19"
"663","","For the New Intellectual: The Philosophy of Ayn Rand","Ayn Rand","Philosophy","Nonfiction","Politics","3.69","3131","2022/03/19"
"664","","The Fountainhead","Ayn Rand","Fiction","Classics","Philosophy","3.88","308630","2022/03/19"
"665","","The Virtue of Selfishness: A New Concept of Egoism","Ayn Rand","Philosophy","Nonfiction","Politics","3.53","13333","2022/03/19"
"666","","Ayn Rand Answers: The Best of Her Q & A","Robert Mayhew","Philosophy","Nonfiction","Politics","4.14","627","2022/03/19"
"667","","Anthem","Ayn Rand","Fiction","Classics","Science Fiction","3.63","141508","2022/03/19"
"668","","We the Living","Ayn Rand","Fiction","Classics","Philosophy","3.93","27499","2022/03/19"
"669","","Capitalism: The Unknown Ideal","Ayn Rand","Philosophy","Economics","Nonfiction","3.89","4028","2022/03/19"
"670","","Letters of Ayn Rand","Ayn Rand","Philosophy","Nonfiction","Biography","3.97","479","2022/03/19"
"671","The Ayn Rand Library","Philosophy, Who Needs It / Ayn Rand: In","Ayn Rand","Philosophy","Nonfiction","Politics","3.89","2920","2022/03/19"
"672","","Sailing for Dummies","J.J. Isler","Nonfiction","Reference","How To","3.95","333","2022/03/19"
"673","","The Complete Sailor: Learning the Art of Sailing","David Seidman","Nonfiction","Reference","Sports","4.32","329","2022/03/19"
"674","","Sailing Fundamentals","Gary Jobson","Nonfiction","Reference","Sports","3.93","258","2022/03/19"
"675","","Sailing from Byzantium: How a Lost Empire Shaped the World","Colin Wells","History","Nonfiction","Historical","3.87","816","2022/03/19"
"676","","Sailing Alone Around the Room: New and Selected Poems","Billy Collins","Poetry","Nonfiction","Literature","4.23","13300","2022/03/19"
"677","","Learning to Sail: The Annapolis Sailing School Guide for All Ages","Diane Goodman","","","","4.09","44","2022/03/19"
"678","","The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories","Christopher Caswell","Nonfiction","","","3.57","70","2022/03/19"
"679","","Sailing Smart: Winning Techniques, Tactics, And Strategies","Buddy Melges","","","","4.09","34","2022/03/19"
"680","","The Handbook Of Sailing","Bob Bond","Reference","Nonfiction","","4.09","88","2022/03/19"
"681","","Natural Cures ""They"" Don't Want You to Know about","Kevin Trudeau","Health","Nonfiction","Reference","3.1","1875","2022/03/19"
"682","","More Natural Cures Revealed","Kevin Trudeau","Health","Nonfiction","Self Help","3.39","403","2022/03/19"
"683","","Natural Capitalism","Paul Hawken","Nonfiction","Economics","Environment","3.99","1795","2022/03/19"
"684","","Biology: A Guide to the Natural World","David Krogh","Textbooks","Nonfiction","Science","3.13","75","2022/03/19"
"685","","The Natural","Bernard Malamud","Fiction","Sports","Sports","3.63","10699","2022/03/19"
"686","","The Natural Speaker","Randy Fujishin","Textbooks","","","3.56","93","2022/03/19"
"687","","Natural Hormone Balance for Women: Look Younger, Feel Stronger, and Live Life with Exuberance","Uzzi Reiss","Health","","","4.07","161","2022/03/19"
"688","","Natural Resource Conservation: Management for a Sustainable Future","Daniel D. Chiras","Textbooks","Environment","Nature","3.29","38","2022/03/19"
"689","","Natural Disasters [with Online Learning Center Access Code]","Patrick L. Abbott","Nonfiction","Reference","Textbooks","3.64","87","2022/03/19"
"690","","The End of Print","David Carson","Design","Art","Nonfiction","4.05","748","2022/03/19"
"691","","Trek David Carson, Recent Werk","David Carson","Design","Art","Nonfiction","4.25","65","2022/03/19"
"692","","David Carson 2ndsight","Lewis Blackwell","Design","Art","Reference","4.11","83","2022/03/19"
"693","","The Book of Probes","Marshall McLuhan","Nonfiction","Philosophy","","4.18","56","2022/03/19"
"694","","Fotografiks - David Carson","David Carson","Design","Art","Photography","4.15","40","2022/03/19"
"695","","Crossing into Medicine Country: A Journey in Native American Healing","David  Carson","Spirituality","Nonfiction","Health","3.8","104","2022/03/19"
"696","","Rockin' Down the Dial: The Detroit Sound of Radio (From Jack the Bellboy to the Big 8)","David Carson","","","","4.17","6","2022/03/19"
"697","","Ortlos: Architecture of the Net.Works","Ivan Redi","","","","4.33","3","2022/03/19"
"698","","Digging to America","Anne Tyler","Fiction","Parenting","Adoption","3.57","21044","2022/03/19"
"699","","America: A Concise History, Volume 2: Since 1865","James A. Henretta","History","Nonfiction","Textbooks","3.83","101","2022/03/19"
"700","","Rereading America: Cultural Contexts for Critical Thinking and Writing","Gary Colombo","Nonfiction","Textbooks","Sociology","3.81","346","2022/03/19"
"701","","Government in America: People, Politics, and Policy","George C. Edwards III","Academic","School","Textbooks","3.36","124","2022/03/19"
"702","","Modern Latin America","Thomas E. Skidmore","History","Nonfiction","Politics","3.62","386","2022/03/19"
"703","","The Plot Against America","Philip Roth","Fiction","Historical","Historical Fiction","3.78","57051","2022/03/19"
"704","","Covenant with Black America","Tavis Smiley","Politics","Nonfiction","Cultural","3.77","345","2022/03/19"
"705","","Democracy in America","Alexis de Tocqueville","History","Politics","Nonfiction","4.04","23791","2022/03/19"
"706","","America (The Book): A Citizen's Guide to Democracy Inaction","Jon  Stewart","Humor","Nonfiction","Politics","4.0","94514","2022/03/19"
"707","","Naked Pictures of Famous People","Jon  Stewart","Humor","Nonfiction","Humor","3.58","10095","2022/03/19"
"708","Modern European Philosophy","Kierkegaard's Relations to Hegel Reconsidered","Jon Stewart","Philosophy","","","4.53","15","2022/03/19"
"709","","Econometrics","Jon   Stewart","","","","3.89","9","2022/03/19"
"710","","Swiss Graphic Design: The Origins and Growth of an International Style, 1920-1965","Richard Hollis","Design","Art","Art","4.31","86","2022/03/19"
"711","","Swiss Design 2002: Netzwerke / Ra(c)Seaux / Networks","Ruedi Baur","","","","2.0","1","2022/03/19"
"712","","Benzin: Young Swiss Graphic Design","Thomas Bruggisser","Design","","","4.13","8","2022/03/19"
"713","","Swiss Design 2004","Bundesamt fur Kultur","","","","0.0","0","2022/03/19"
"714","","Swiss Design 2003: Desir Design","Swiss Federal Office of Culture","","","","0.0","0","2022/03/19"
"715","","The Art of Structural Design: A Swiss Legacy","David P. Billington","","","","4.0","3","2022/03/19"
"716","","Swiss Graphic Design","Hendrik Hellige","Design","","","3.75","20","2022/03/19"
"717","","Charted Swiss Folk Designs","Elvira Parolini-Ruffini","","","","2.0","1","2022/03/19"
"718","","Swiss Book: Visual Designs of Swiss Hospitality","T. Ishikawa","","","","0.0","0","2022/03/19"
"719","","Swiss Federal Design Grants 2006","Bundesamt fur Kultur","","","","0.0","0","2022/03/19"
"720","","Guitar Chord Encyclopedia: 36 Chords in Each Key","Steve Hall","Music","","","3.82","17","2022/03/19"
"721","","Incredible Chord Finder: Easy-to-Use Guide to Over 1,100 Guitar Chords","Songbook","Music","Nonfiction","","3.67","12","2022/03/19"
"722","","Guitar Case Chord Book in Full Color - Compact Music Guides Series","Music Sales Corporation","","","","4.5","2","2022/03/19"
"723","","Chord Workbook for Guitar Volume One","Bruce Arnold","","","","4.4","5","2022/03/19"
"724","","Guitar Chord Bible: Over 500 Illustrated Chords for Rock, Blues, Soul, Country, Jazz, and Classical","Phil Capone","Music","Reference","Nonfiction","4.22","91","2022/03/19"
"725","","The Guitar Chord Wheel Book: Over 22,000 Chords!","Hal Leonard Corporation","Reference","Music","","4.11","9","2022/03/19"
"726","","Red Hot Chili Peppers","Hal Leonard Corporation","Music","","","4.17","6","2022/03/19"
"727","","Jazz Guitar Chord Solos","Ron Berman","","","","3.75","8","2022/03/19"
"728","","Mel Bays Guitar Chords","Mel Bay","Music","Reference","","4.45","20","2022/03/19"
"729","","The Ultimate Guitar Chord Big Book: Over 100,000 Chords!","Don Latarski","","","","0.0","0","2022/03/19"
"730","","Complete Book of Guitar Chords, Scales, and Arpeggios","William Bay","Music","","","3.83","18","2022/03/19"
"731","","Mel Bay's Guide to Guitar Chord Progression","Mike Christiansen","","","","0.0","0","2022/03/19"
"732","","Mel Bay's Deluxe Encyclopedia of Guitar Chords","William Bay","Music","Reference","","4.53","17","2022/03/19"
"733","","Jazz Guitar Chord System: Private Lessons Series","Scott Henderson","","","","4.8","5","2022/03/19"
"734","","Tom Kolb: Chord Progressions For Guitar","Tom Kolb","Music","","","3.86","29","2022/03/19"
"735","","The First Stage Guitar Chord Chart: Learn How to Play the Most Commonly Played Guitar Chords!","Chris Lopez","","","","3.2","20","2022/03/19"
"736","","Jazz Guitar Chord Workout","Corey Christiansen","","","","0.0","0","2022/03/19"
"737","","Picture Chord Encyclopedia: Photos and Diagrams for 2,600 Guitar Chords!","Hal Leonard Corporation","Music","","","4.15","33","2022/03/19"
"738","","Rhythm Guitar Chord System","Mel Bay","","","","4.5","6","2022/03/19"
"739","","","","","","","","","2022/03/19"
"740","","The Beatles Guitar Chord Songbook: A-I (Guitar Chord Songbooks)","The Beatles","","","","4.25","8","2022/03/19"
"741","","The Compact Rock Guitar Chord Reference","Len Vogler","","","","0.0","0","2022/03/19"
"742","","Jazz Guitar Chord Melodies","Towey Dan","","","","3.0","1","2022/03/19"
"743","","The Guitar Three-Chord Songbook: Play 50 Rock Hits with Only 3 Easy Chords","Songbook","","","","3.88","8","2022/03/19"
"744","","The Advanced Guitar Case Chord Book: Compact Reference Library","Askold Buk","","","","3.33","3","2022/03/19"
"745","","","","","","","","","2022/03/19"
"746","","Guitar Chord Guru: The Chord Book - Your Guide for Success!","Karl Aranjo","Music","","","4.27","15","2022/03/19"
"747","","Left Hand Guitar Chord Chart","William Bay","","","","4.2","5","2022/03/19"
"748","","The Jazz Guitar Chord Bible Complete","Warren Nunes","","","","3.43","7","2022/03/19"
"749","","Children's Songs: Guitar Chord Songbook","Hal Leonard Corporation","","","","4.5","2","2022/03/19"
"750","","Guitar Chord Songbook: Classic Rock","Hal Leonard Corporation","","","","4.0","4","2022/03/19"
"751","","Guitar Chords for Beginners","Jim McNamara","","","","0.0","0","2022/03/19"
"752","","The Guitar Chord Deck","Ed Lozano","","","","5.0","2","2022/03/19"
"753","","Joe Pass Guitar Chords","Joe Pass","Music","Music","Jazz","4.47","34","2022/03/19"
"754","","Guitar Picture Chords in Color","Ed Lozano","","","","5.0","3","2022/03/19"
"755","","Guitar Case Chord Book (Guitar)","Peter Pickow","Music","","","4.24","25","2022/03/19"
"756","","Captain Henry Morgan","Oriental Institute","","","","5.0","1","2022/03/19"
"757","","Guía para la lectura de ""Cien años de soledad""","María Eulalia Montaner","","","","2.5","4","2022/03/19"
"758","","Mo huan xian shi zhu yi da shi, Jiaxiya Ma'erkesi (Er shi shi ji wai guo wen xue ping lun cong shu) (Mandarin Chinese Edition)","Zhongyi Chen","","","","0.0","0","2022/03/19"
"759","","Collected Stories","Gabriel García Márquez","Short Stories","Fiction","Magical Realism","4.19","7914","2022/03/19"
"760","","Memories of My Melancholy Whores","Gabriel García Márquez","Fiction","Classics","Literature","3.6","75897","2022/03/19"
"761","","El otoño del patriarca","Gabriel García Márquez","Fiction","Magical Realism","Classics","3.86","20290","2022/03/19"
"762","","Crónica de una muerte anunciada","Gabriel García Márquez","Fiction","Classics","Magical Realism","3.97","152776","2022/03/19"
"763","","Cien años de soledad","Gabriel García Márquez","Fiction","Classics","Magical Realism","4.1","843618","2022/03/19"
"764","","Del amor y otros demonios","Gabriel García Márquez","Fiction","Classics","Magical Realism","3.98","64346","2022/03/19"
"765","","Living to Tell the Tale","Gabriel García Márquez","Nonfiction","Biography","Autobiography","4.01","10470","2022/03/19"
"766","","Memoria de mis putas tristes","Gabriel García Márquez","Fiction","Classics","Literature","3.6","75897","2022/03/19"
"767","","Rumores de Mar","Luis Mateo Díez","","","","3.33","3","2022/03/19"
"768","","Gabriel García Márquez","Dagmar Ploetz","","","","4.44","16","2022/03/19"
"769","","Gabriel Garcia Marquez","Raymond L. Williams","","","","3.9","10","2022/03/19"
"770","","The Presence of Hemingway in the Short Fiction of Gabriel Garcia Marquez","Harley D. Oberhelman","","","","3.5","4","2022/03/19"
"771","","The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory","Brian Greene","Science","Nonfiction","Science","4.08","92278","2022/03/19"
"772","","Science and Sensibility: The Elegant Logic of the Universe","Keith J. Laidler","","","","3.5","16","2022/03/19"
"773","","The ELEGANT UNIVERSE S.S.","Brian Greene","Science","Nonfiction","Science","4.08","92278","2022/03/19"
"774","","Buddhism Pure and Simple","Hsing Yun","Religion","Buddhism","","4.27","33","2022/03/19"
"775","","Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman","Upasika Kee Nanayon","Religion","Buddhism","","4.21","57","2022/03/19"
"776","","Buddhism Plain and Simple","Steve Hagen","Religion","Buddhism","Nonfiction","4.02","8813","2022/03/19"
"777","","Buddhism Is Not What You Think: Finding Freedom Beyond Beliefs","Steve Hagen","Religion","Buddhism","Nonfiction","4.08","1139","2022/03/19"
"778","","Buddhism: A New Approach","Steve  Clarke","","","","2.0","1","2022/03/19"
"779","","Unhypnosis: How to Wake Up, Start Over, and Create the Life You're Meant to Live","Steve Taubman","","","","3.67","12","2022/03/19"
"780","","The Path to Buddha: A Tibetan Pilgrimage","Steve McCurry","Art","Photography","","4.26","42","2022/03/19"
"781","","The Shaolin Way: 10 Modern Secrets of Survival from a Shaolin Grandmaster","Steve DeMasco","Philosophy","Spirituality","","3.25","57","2022/03/19"
"782","","Meditation, Compassion & Lovingkindness: An Approach to Vipassana Practice","Steve Weissman","Philosophy","Nonfiction","","3.33","3","2022/03/19"
"783","","Now Zen","Charlotte Joko Beck","Religion","Buddhism","","4.15","34","2022/03/19"
"784","","","","","","","","","2022/03/19"
"785","","","","","","","","","2022/03/19"
"786","","The Rough Guide to London","Rob Humphreys","Travel","Nonfiction","Reference","4.03","115","2022/03/19"
"787","","The Mini Rough Guide to London","Rob Humphreys","Travel","","","3.75","8","2022/03/19"
"788","","The Rough Guide to London Restaurants 2004 6","Charles Campion","Travel","Nonfiction","Reference","4.03","115","2022/03/19"
"789","","The Rough Guide to Walks in London and Southeast England","Helena Smith","Travel","","","4.21","14","2022/03/19"
"790","","Rough Guide Directions: London","Rob Humphreys","Travel","","","3.83","6","2022/03/19"
"791","","The Rough Guide 11s Arsenal (Rough Guide 11s S.)","Damian Hall","","","","4.0","1","2022/03/19"
"792","Lonely Planet","London: City Guide","Lonely Planet","Travel","Nonfiction","Reference","4.03","759","2022/03/19"
"793","","Best of London (Lonely Planet Best Of)","Lonely Planet","Travel","","","3.95","40","2022/03/19"
"794","Lonely Planet","London","Lonely Planet","Travel","Nonfiction","Reference","4.03","759","2022/03/19"
"795","","","","","","","","","2022/03/19"
"796","Lonely Planet","Lonely Planet Londres","Lonely Planet","Travel","Nonfiction","Reference","4.03","759","2022/03/19"
"797","Lonely Planet","Lonely Planet Londres","Lonely Planet","Travel","Nonfiction","Reference","4.03","759","2022/03/19"
"798","","Out to Eat London 2001 (Lonely Planet)","Lonely Planet","","","","3.0","1","2022/03/19"
"799","","Out to Eat London 2002 (Lonely Planet Out to Eat)","Lonely Planet","","","","3.0","1","2022/03/19"
"800","Lonely Planet","Lonely Planet Londres","Lonely Planet","Travel","Nonfiction","Reference","4.03","759","2022/03/19"
"801","","Lonely Planet London Condensed","Lonely Planet","Travel","Nonfiction","","3.78","9","2022/03/19"
"802","Lonely Planet","Lonely Planet Londres","Lonely Planet","Travel","Nonfiction","Reference","4.03","759","2022/03/19"
"803","","Lo mejor de Londres (Lonely Planet Best Of)","Lonely Planet","Travel","","","3.95","40","2022/03/19"
"804","Lonely Planet","Lonely Planet: Londra","Steve Fallon","Travel","Nonfiction","Reference","4.03","759","2022/03/19"
"805","","Thai Massage Manual: Natural Therapy for Flexibility, Relaxation, and Energy Balance","Maria Mercati","Nonfiction","","","4.17","24","2022/03/19"
"806","","Encyclopedia of Thai Massage","C. Pierce Salguero","Health","","","4.25","79","2022/03/19"
"807","","Thai Massage: Sacred Body Work","Ananda Apfelbaum","","","","4.27","30","2022/03/19"
"808","","The Thai Massage Workbook","Kay Rynerson","","","","4.0","3","2022/03/19"
"809","","The Art Of Traditional Thai Massage","Asokananda","","","","4.21","14","2022/03/19"
"810","","Thai Yoga Massage: A Dynamic Therapy for Physical Well-Being and Spiritual Energy","Kam Thye Chow","","","","3.95","40","2022/03/19"
"811","","Thai Massage","Nicky Smith","","","","3.63","8","2022/03/19"
"812","","Nuad Thai: Traditional Thai Massage","Max Chia","","","","3.67","3","2022/03/19"
"813","","Thai Massage: A Traditional Medical Technique","Richard Gold","","","","4.07","14","2022/03/19"
"814","","Scents (Chic Simple)","Janine King","Nonfiction","","","4.5","6","2022/03/19"
"815","","Three Nights in August: Strategy, Heartbreak, and Joy Inside the Mind of a Manager","Buzz Bissinger","Sports","Sports","Sports","3.9","7957","2022/03/19"
"816","","Cryptonomicon","Neal Stephenson","Fiction","Science Fiction","Historical","4.24","105415","2022/03/19"
"817","Criptonomicón","Le Code Enigma","Neal Stephenson","Science Fiction","Fiction","Thriller","4.02","819","2022/03/19"
"818","","Cryptonomicon","Neal Stephenson","Fiction","Science Fiction","Historical","4.24","105415","2022/03/19"
"819","","Cryptonomicon","Neal Stephenson","Fiction","Science Fiction","Historical","4.24","105415","2022/03/19"
"820","Criptonomicón","Golgotha","Neal Stephenson","Science Fiction","Fiction","Science Fiction","4.12","532","2022/03/19"
"821","Criptonomicón","Le Réseau Kinakuta","Neal Stephenson","Science Fiction","Fiction","Science Fiction","4.11","524","2022/03/19"
"822","The Baroque Cycle","The Confusion","Neal Stephenson","Fiction","Historical","Historical Fiction","4.26","23051","2022/03/19"
"823","The Baroque Cycle","Quicksilver","Neal Stephenson","Fiction","Historical","Historical Fiction","3.9","41074","2022/03/19"
"824","","The Cobweb","Neal Stephenson","Fiction","Science Fiction","Thriller","3.65","3188","2022/03/19"
"825","","Zodiac","Neal Stephenson","Fiction","Science Fiction","Thriller","3.72","18445","2022/03/19"
"826","","The Big U","Neal Stephenson","Fiction","Science Fiction","Humor","3.26","5100","2022/03/19"
"827","","The Diamond Age: Or, a Young Lady's Illustrated Primer","Neal Stephenson","Science Fiction","Fiction","Science Fiction","4.16","86798","2022/03/19"
"828","","Interface","Neal Stephenson","Science Fiction","Fiction","Thriller","3.7","5816","2022/03/19"
"829","The Baroque Cycle","Odalisque","Neal Stephenson","Historical","Historical Fiction","Fiction","4.2","1826","2022/03/19"
"830","","Snow Crash","Neal Stephenson","Science Fiction","Fiction","Science Fiction","4.03","253892","2022/03/19"
"831","","Snow Crash","Neal Stephenson","Science Fiction","Fiction","Science Fiction","4.03","253892","2022/03/19"
"832","","Snow Crash: The Official Strategy Guide","Melissa Tyler","","","","0.0","0","2022/03/19"
"833","","Crash Course: Gross Anatomy (Crash Course Games for Brains, An Interactice Reference Book)","Susan Ring","Science","","","5.0","2","2022/03/19"
"834","Harrington on Hold 'em","Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments, Volume II: The Endgame","Dan Harrington","Nonfiction","Sports and Games","Games","4.17","1663","2022/03/19"
"835","Harrington on Hold 'em","Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments, Volume I: Strategic Play","Dan Harrington","Nonfiction","Sports and Games","Games","4.24","2301","2022/03/19"
"836","","The Good Eye","Dan  Harrington","","","","0.0","0","2022/03/19"
"837","","Angelfish","Dan  Harrington","","","","5.0","1","2022/03/19"
"838","","","","","","","","","2022/03/19"
"839","","A Level Ict For Edexcel","K. Mary Reid","","","","0.0","0","2022/03/19"
"840","","The Design of Everyday Things","Donald A. Norman","Design","Nonfiction","Business","4.15","36012","2022/03/19"
"841","","Emotional Design: Why We Love (or Hate) Everyday Things","Donald A. Norman","Design","Nonfiction","Psychology","3.95","4685","2022/03/19"
"842","","The Psychology of Everyday Things","Donald A. Norman","Design","Nonfiction","Business","4.15","36012","2022/03/19"
"843","","Doing Things with Things: The Design and Use of Everyday Objects","Alan Costall","","","","2.6","5","2022/03/19"
"844","","Emotional Design: Why We Love (Or Hate) Everyday Things","Donald A. Norman","Design","Nonfiction","Psychology","3.95","4685","2022/03/19"
"845","","Wire","D. Rozensztroch","","","","4.0","2","2022/03/19"
"846","","Wild Things: The Material Culture of Everyday Life","Judith Attfield","Design","Nonfiction","History","3.47","17","2022/03/19"
"847","","9/11 Descent Into Tyranny: The New World Order's Dark Plans to Turn Earth Into a Prison Planet","Alex E. Jones","Nonfiction","Politics","Pseudoscience","3.49","55","2022/03/19"
"848","","No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson","Alex C. Jones","Christianity","Catholic","Nonfiction","4.29","99","2022/03/19"
"849","","","","","","","","","2022/03/19"
"850","","Creative Thought Remedies","Alex Jones","","","","3.33","3","2022/03/19"
"851","","Noise","Alex Jones","","","","4.0","1","2022/03/19"
"852","Syndicate","The Syndicate: Volumes 1 & 2","Jules Jones","Romance","M M Romance","Science Fiction","3.67","27","2022/03/19"
"853","","Seven Mansions of Color","Alex Jones","","","","3.92","12","2022/03/19"
"854","","A More Perfect Way","Alex C. Jones","","","","0.0","0","2022/03/19"
"855","","Fields of Gold","Alex Jones","","","","0.0","0","2022/03/19"
"856","","The Trust: The Private and Powerful Family Behind The New York Times","Susan E. Tifft","Writing","Journalism","Nonfiction","4.0","173","2022/03/19"
"857","","Web Standards Solutions: The Markup and Style Handbook","Dan Cederholm","Design","Website Design","Computer Science","4.07","341","2022/03/19"
"858","","Afro American Artists: A Bio-Bibliographical Directory","Theresa Cederholm","","","","5.0","2","2022/03/19"
"859","","CSS Cookbook","Christopher Schmitt","Reference","Computer Science","Programming","3.88","221","2022/03/19"
"860","","Justitiemord: Fallet Keith Cederholm","Jan Guillou","","","","3.0","1","2022/03/19"
"861","","Rosamin: En Pige Af Folket Fortæller","Rosa Cederholm","","","","5.0","1","2022/03/19"
"862","","I Slagbjörnens Spår Berättelser Från Norrlandska Vildmarker Och Småländska Storskogar","Stig Cederholm","","","","3.0","1","2022/03/19"
"863","","How to Build a Real Estate Empire: Wisdom from the Best in the Business","John Hamilton","Business","","","3.5","28","2022/03/19"
"864","","The Alchemist","Paulo Coelho","Fiction","Classics","Fantasy","3.89","2495873","2022/03/19"
"865","","The Alchemist","Paulo Coelho","Fiction","Classics","Fantasy","3.89","2495873","2022/03/19"
"866","Fullmetal Alchemist","Fullmetal Alchemist, Vol. 9","Hiromu Arakawa","Sequential Art","Manga","Fantasy","4.57","10517","2022/03/19"
"867","","Secrets of the Alchemist Dar (A Treasure's Trove)","Michael Stadther","Nonfiction","","","3.81","52","2022/03/19"
"868","Fullmetal Alchemist","Fullmetal Alchemist, Vol. 3","Hiromu Arakawa","Sequential Art","Manga","Fantasy","4.56","20566","2022/03/19"
"869","Fullmetal Alchemist","Fullmetal Alchemist, Vol. 8","Hiromu Arakawa","Sequential Art","Manga","Fantasy","4.56","13706","2022/03/19"
"870","Fullmetal Alchemist","Fullmetal Alchemist, Vol. 1","Hiromu Arakawa","Sequential Art","Manga","Fantasy","4.51","140679","2022/03/19"
"871","Fullmetal Alchemist","Fullmetal Alchemist, Vol. 4","Hiromu Arakawa","Sequential Art","Manga","Fantasy","4.56","13302","2022/03/19"
"872","","The Illustrated Alchemist: A Fable about Following Your Dream","Paulo Coelho","Fiction","Classics","Fantasy","3.89","2495873","2022/03/19"
"873","Fullmetal Alchemist","Fullmetal Alchemist, Vol. 2","Hiromu Arakawa","Sequential Art","Manga","Fantasy","4.52","18297","2022/03/19"
"874","","The Kite Runner","Khaled Hosseini","Fiction","Historical","Historical Fiction","4.32","2736084","2022/03/19"
"875","","","","","","","","","2022/03/19"
"876","","Bookclub in a Box Discusses Khaled Hosseini's Novel The Kite Runner","Marilyn Herbert","","","","4.18","160","2022/03/19"
"877","","Cambridge Wizard Student Guide the Kite Runner","Sue Sherman","","","","3.9","10","2022/03/19"
"878","","Una semana de invierno","Marcia Willett","Fiction","Romance","European Literature","4.03","2697","2022/03/19"
"879","","The Kite Runner: Experiments in Poetry","Henry Rivers","","","","0.0","0","2022/03/19"
"880","","Pompeii","Robert  Harris","Historical","Historical Fiction","Fiction","3.84","39942","2022/03/19"
"881","","Pompeii . . . Buried Alive!","Edith Kunhardt","History","Nonfiction","Childrens","3.99","2572","2022/03/19"
"882","","Pompeii: The History, Life and Art of the Buried City","Marisa Ranieri Panetta","History","Art","Nonfiction","4.57","51","2022/03/19"
"883","","Pompeii: Lost and Found","Mary Pope Osborne","Nonfiction","History","Childrens","3.71","129","2022/03/19"
"884","","Pompeii: Monuments Past and Present","Alfonso De Franciscis","History","Nonfiction","","4.25","12","2022/03/19"
"885","","A.D. 62: Pompeii","Rebecca East","Historical","Historical Fiction","Science Fiction","3.43","228","2022/03/19"
"886","","Pompeii: The Day a City Died","Robert Étienne","History","Nonfiction","Art","3.5","103","2022/03/19"
"887","Revealing Antiquity","Pompeii: Public and Private Life","Paul Zanker","History","Cultural","Italy","3.44","70","2022/03/19"
"888","","The Last Days of Pompeii","Edward Bulwer-Lytton","Historical","Historical Fiction","Classics","3.58","2075","2022/03/19"
"889","","Escape from Pompeii","Christina Balit","Childrens","Picture Books","History","4.09","169","2022/03/19"
"890","","Of Mice and Men","John Steinbeck","Classics","Fiction","Academic","3.88","2198638","2022/03/19"
"891","","Cliffsnotes on Steinbeck's of Mice and Men","Susan Van Kirk","Literature","","","3.92","53","2022/03/19"
"892","","Of Mice and Men","John Steinbeck","Classics","Fiction","Academic","3.88","2198638","2022/03/19"
"893","","Of Mice and Men","John Steinbeck","Classics","Fiction","Academic","3.88","2198638","2022/03/19"
"894","","Of Mice and Men (SparkNotes Literature Guide)","SparkNotes","","","","4.0","29","2022/03/19"
"895","","Of Mice and Men","John Steinbeck","Classics","Fiction","Academic","3.88","2198638","2022/03/19"
"896","","Of Mice and Men","John Steinbeck","Classics","Fiction","Academic","3.88","2198638","2022/03/19"
"897","","Of Mice And Men:  A Unit Plan","Mary B. Collins","","","","5.0","1","2022/03/19"
"898","","Literature Guide: Of Mice and Men","Kristen Bowers","","","","3.67","3","2022/03/19"
"899","","Of Mice and Men","John Steinbeck","Classics","Fiction","Academic","3.88","2198638","2022/03/19"
"900","","The Game: Penetrating the Secret Society of Pickup Artists","Neil Strauss","Nonfiction","Psychology","Self Help","3.73","28434","2022/03/19"
"901","Ender's Saga","Ender's Game","Orson Scott Card","Science Fiction","Young Adult","Fantasy","4.3","1241487","2022/03/19"
"902","","The Westing Game","Ellen Raskin","Mystery","Young Adult","Fiction","4.01","189655","2022/03/19"
