"","20691","Mouse Books","A Weekend with Wendell","Kevin Henkes","1986","Childrens","Picture Books","Childrens","4.09","3231","2022/05/11"
"","20692","Mouse Books","Chester's Way","Kevin Henkes","1988","Childrens","Picture Books","Childrens","4.22","5688","2022/05/11"
"","20693","","Oh!","Kevin Henkes","1999","Childrens","Picture Books","Childrens","3.36","429","2022/05/11"
"","20694","Mouse Books","Julius, the Baby of the World","Kevin Henkes","1990","Childrens","Picture Books","Childrens","4.27","7054","2022/05/11"
"","20695","","Jessica","Kevin Henkes","1989","Childrens","Picture Books","Childrens","4.09","1165","2022/05/11"
"","20696","","The Sack Of Bath And After: A Record And An Indictment","Adam Fergusson","1973","History","Architecture","European Literature","3.96","28","2022/05/11"
"","20697","","E-encyclopedia","Google","2003","","","","3.58","57","2022/05/11"
"","20698","","Snow Engineering V: Proceedings of the Fifth International Conference on Snow Engineering, 5-8 July 2004, Davos, Switzerland","Perry Bartelt","","","","","0.0","0","2022/05/11"
"","20699","","Pro SQL Server 2005","Thomas Rizzo","2005","","","","3.13","8","2022/05/11"
"","20700","","Backtrack: The Golden Years of Oval Racing","Richard John Neil","2006","","","","5.0","1","2022/05/11"
"","20701","","Serenader","Richard Neil","2007","","","","0.0","0","2022/05/11"
"","20702","","Alexander Neil and the Last Shenandoah Valley Campaign: Letters of an Army Surgeon to His Family, 1864","Alexander Neil","1996","","","","0.0","0","2022/05/11"
"","20703","","The Things That Matter: What Seven Classic Novels Have to Say about the Stages of Life","Edward Mendelson","2006","Writing","Books About Books","Nonfiction","3.67","126","2022/05/11"
"","20704","","Selected Poems","W.H. Auden","1958","Poetry","Classics","Literature","4.19","6981","2022/05/11"
"","20705","","Collected Poems [Of] W. H. Auden","W.H. Auden","1976","Poetry","Classics","Fiction","4.27","5961","2022/05/11"
"","20706","Auden","Later Auden","Edward Mendelson","1999","Biography","Poetry","Criticism","4.36","33","2022/05/11"
"","20707","Auden","Early Auden","Edward Mendelson","","Biography","Nonfiction","Poetry","4.09","46","2022/05/11"
"","20708","Richard Feverel","The Ordeal of Richard Feverel","George Meredith","1859","Fiction","Classics","Literature","3.51","279","2022/05/11"
"","20709","","W. H. Auden, 1907-1973: An Exhibition of Manuscripts, Books, and Photographs Selected from the Henry W. and Albert A. Berg Collection of English and American Literature","Edward Mendelson","","","","","0.0","0","2022/05/11"
"","20710","","Bathsheba","James R. Shott","1996","","","","3.33","6","2022/05/11"
"","20711","","People of the Promise Set","James R. Shott","","","","","0.0","0","2022/05/11"
"","20712","","Othniel","James R. Shott","1994","","","","4.0","3","2022/05/11"
"","20713","","Deborah","James R. Shott","1991","","","","4.0","11","2022/05/11"
"","20714","","Fiction Writing for Writers with Smarts","James R. Shott","2001","","","","3.0","1","2022/05/11"
"","20715","","Abigail","James R. Shott","1996","","","","3.6","10","2022/05/11"
"","20716","","Pebbles, Kayla and Dana","James R. Shott","2001","","","","0.0","0","2022/05/11"
"","20717","","Esau","James R. Shott","","","","","3.2","5","2022/05/11"
"","20718","","Hagar","James R. Shott","1992","Biblical Fiction","","","3.43","14","2022/05/11"
"","20719","","Soporific Sermons","James R. Shott","2003","","","","0.0","0","2022/05/11"
"","20720","","Some Cows","Mark Shulman","2003","","","","3.0","1","2022/05/11"
"","20721","","Bagel Books: Shapes: My Square Breakfast","Mark Shulman","","","","","3.71","7","2022/05/11"
"","20722","","Bagel Books: Opposites: Big Bagel, Little Bagel","Mark Shulman","2003","","","","4.33","3","2022/05/11"
"","20723","","The Voodoo Revenge Book  Gift Set","Mark Shulman","","","","","2.6","5","2022/05/11"
"","20724","","","","","","","","","","2022/05/11"
"","20725","","","","","","","","","","2022/05/11"
"","20726","","","","","","","","","","2022/05/11"
"","20727","","Some Pigs","Mark Shulman","2003","","","","5.0","1","2022/05/11"
"","20728","","The Mini Voodoo Revenge Book & Kit [With Vodoo DollWith 8 1 1/2"" Pins]","Mark Shulman","2004","","","","3.5","2","2022/05/11"
"","20729","","The Executive Way: Conflict Management in Corporations","Calvin Morrill","1995","Business","","","3.8","5","2022/05/11"
"","20730","","The Complete Nonsense of Edward Lear","Edward Lear","1895","Poetry","Classics","Childrens","4.0","910","2022/05/11"
"","20731","","Lear's Nonsense Omnibus: With All the Original Pictures, Verses, and Stories","Edward Lear","","Poetry","Childrens","Humor","3.71","38","2022/05/11"
"","20732","","Edward Lear's Nonsense Omnibus: 2with All the Original Pictures, Verses, and Stories of His Book of Nonsense...","Edward Lear","","Poetry","Fiction","","4.4","10","2022/05/11"
"","20733","","Nonsense Alphabets","Edward Lear","1973","Humor","Childrens","Picture Books","3.93","14","2022/05/11"
"","20734","","","","","","","","","","2022/05/11"
"","20735","","Owl & the Pussycat, The","Edward Lear","1871","Poetry","Childrens","Picture Books","4.18","8365","2022/05/11"
"","20736","","","","","","","","","","2022/05/11"
"","20737","","The Presentation of Self in Everyday Life","Erving Goffman","1959","Sociology","Nonfiction","Psychology","4.07","5128","2022/05/11"
"","20738","Conduct and Communication","Forms of Talk","Erving Goffman","","Sociology","Nonfiction","Humanities","3.84","95","2022/05/11"
"","20739","","Asylums: Essays on the Social Situation of Mental Patients and Other Inmates","Erving Goffman","","Sociology","Psychology","Nonfiction","4.15","1265","2022/05/11"
"","20740","","Erving Goffman","Gregory W.H. Smith","2000","Philosophy","","","4.0","5","2022/05/11"
"","20741","","Interaction Ritual: Essays on Face-To-Face Behavior","Erving Goffman","1967","Sociology","Psychology","Nonfiction","4.07","398","2022/05/11"
"","20742","","Erving Goffman and Modern Sociology","Philip Manning","1992","","","","4.0","5","2022/05/11"
"","20743","","Erving Goffman: Exploring The Interaction Order","Paul Drew","1988","","","","0.0","0","2022/05/11"
"","20744","","Stigma: Notes on the Management of Spoiled Identity","Erving Goffman","1963","Sociology","Psychology","Nonfiction","3.98","2510","2022/05/11"
"","20745","","Frame Analysis: An Essay on the Organization of Experience","Erving Goffman","1974","Sociology","Philosophy","Psychology","3.97","316","2022/05/11"
"","20746","","Zondervan Handbook to the Bible","David    Alexander","1971","Reference","Religion","Christian","4.15","410","2022/05/11"
"","20747","","Zondervan Church and Nonprofit Tax & Financial Guide: For 2006 Returns","Dan Busby","2003","Nonfiction","","","3.77","13","2022/05/11"
"","20748","","Holy Bible: Inspired By The Bible Experience: New Testament","Anonymous","1978","Christian","Reference","Religion","4.48","567","2022/05/11"
"","20749","","Study Bible: NIV","Anonymous","1985","Christian","Religion","Nonfiction","4.7","5063","2022/05/11"
"","20750","","Zondervan Pictorial Encyclopedia of the Bible: 5-Volume Set","Merrill C. Tenney","","Reference","Christian","Religion","4.33","27","2022/05/11"
"","20751","","Zondervan NASB Study Bible","Anonymous","1920","Christian","Religion","Nonfiction","4.62","5339","2022/05/11"
"","20752","","Zondervan NIV Atlas of the Bible","Carl G. Rasmussen","1989","Reference","Christian","Religion","4.48","82","2022/05/11"
"","20753","","Zondervan NASB Study Bible","Anonymous","1920","Christian","Religion","Nonfiction","4.62","5339","2022/05/11"
"","20754","","Zondervan Bible Study Library: Scholar's Edition 5.0 (NIV)","Anonymous","","Christian","Religion","","4.24","21","2022/05/11"
"","20755","","Zondervan Niv Study Bible","Anonymous","","Christian","Religion","Reference","4.7","772","2022/05/11"
"","20756","Time Machine","Mission to World War II","Susan Nanus","1986","Games","Gamebooks","Fiction","3.68","34","2022/05/11"
"","20757","","","","","","","","","","2022/05/11"
"","20758","","","","","","","","","","2022/05/11"
"","20759","","The City Cultures Reader","Malcolm Miles","2000","","","","4.18","11","2022/05/11"
"","20760","","The Uses of Decoration: Essays in the Architectural Everyday","Malcolm Miles","2000","","","","0.0","0","2022/05/11"
"","20761","","Cities and Cultures","Malcolm Miles","2007","","","","3.4","5","2022/05/11"
"","20762","","Religiously Scientific","Malcolm Miles Easler","2004","","","","0.0","0","2022/05/11"
"","20763","","Consuming Cities","Malcolm Miles","1392","","","","3.5","10","2022/05/11"
"","20764","","Interventions: Advances in Art and Urban Futures Volume 4","Malcolm Miles","2005","","","","0.0","0","2022/05/11"
"","20765","","Urban Avant-Gardes and Social Transformation","Malcolm Miles","2004","","","","3.75","4","2022/05/11"
"","20766","","Urban Futures: Critical Commentaries on Shaping Cities","Malcolm Miles","2002","","","","4.0","1","2022/05/11"
"","20767","","New Practices - New Pedagogies: A Reader","Malcolm Miles","2004","","","","0.0","0","2022/05/11"
"","20768","","That's Fresh!: Seasonal Recipes for Young Cooks","Braiden Rex-Johnson","1995","","","","0.0","0","2022/05/11"
"","20769","","Inside the Pike Place Market: Exploring America's Favorite Farmer's Market","Braiden Rex-Johnson","","","","","4.0","5","2022/05/11"
"","20770","","Pike Place Market Cookbook: Recipes, Anecdotes, and Personalities from Seattle's Renowned Public Market","Braiden Rex-Johnson","","Food and Drink","Cookbooks","Food and Drink","3.75","16","2022/05/11"
"","20771","","Pike Place Market Map","Braiden Rex-Johnson","","","","","0.0","0","2022/05/11"
"","20772","Cresswell Sisters","The Christmas Wish","Debbie Raleigh","2001","Romance","Holiday","Christmas","3.24","42","2022/05/11"
"","20773","Immortal Rogues","My Lord Immortality","Debbie Raleigh","","Paranormal","Vampires","Romance","3.68","592","2022/05/11"
"","20774","Immortal Rogues","My Lord Vampire","Debbie Raleigh","","Romance","Paranormal Romance","Paranormal","3.58","1623","2022/05/11"
"","20775","Immortal Rogues","My Lord Eternity","Debbie Raleigh","","Romance","Paranormal Romance","Romance","3.73","655","2022/05/11"
"","20776","Vicar Humbley","A Convenient Marriage","Debbie Raleigh","","Romance","Historical","Regency","3.31","58","2022/05/11"
"","20777","Cresswell Sisters","The Wedding Wish","Debbie Raleigh","2002","Romance","","","3.65","20","2022/05/11"
"","20778","Vicar Humbley","A Scandalous Marriage","Debbie Raleigh","2003","Romance","Historical","Regency","3.48","42","2022/05/11"
"","20779","Vicar Humbley","A Proper Marriage","Debbie Raleigh","","Romance","Historical","Historical Romance","3.66","41","2022/05/11"
"","20780","","My Favorite Rogue","Lynn Collum","","Romance","","","3.5","22","2022/05/11"
"","20781","Studies in Romance Languages","Aesop's Fables","Aesop","1484","Classics","Fiction","Short Stories","4.05","121084","2022/05/11"
"","20782","","Stone Soup","Ann McGovern","1971","Childrens","Picture Books","Childrens","4.3","28813","2022/05/11"
"","20783","","Playing with Penguins and Other Adventures in Antarctica","Ann McGovern","1994","Nonfiction","Childrens","","3.13","15","2022/05/11"
"","20784","","Adventures of the Shark Lady: Eugenie Clark Around the World","Ann McGovern","","","","","3.93","15","2022/05/11"
"","20785","Scholastic Biography","The Defenders","Ann McGovern","1970","Biography","History","","3.5","30","2022/05/11"
"","20786","My First Steps to Math","My Five Book","Jane Belk Moncure","1985","Science","Mathematics","Number","3.82","11","2022/05/11"
"","20787","My First Steps to Math","My Two Book","Jane Belk Moncure","1985","Childrens","Science","Mathematics","3.83","18","2022/05/11"
"","20788","","Skills for Families, Skills for Life: Helping Parents, Caregivers, and Teens Meet the Challenges of Everyday Living","Linda M. Shadoin","1999","","","","0.0","0","2022/05/11"
"","20789","","What Color Is Nature?","Stephen R. Swinburne","","Science","","","3.73","15","2022/05/11"
"","20790","","Go, Go, Go!: Kids on the Move","Stephen R. Swinburne","2002","","","","2.67","3","2022/05/11"
"","20791","","Moon in Bear's Eyes","Stephen R. Swinburne","1998","","","","4.33","6","2022/05/11"
"","20792","","Swallows in the Birdhouse","Stephen R. Swinburne","1996","","","","4.67","3","2022/05/11"
"","20793","","Coyote: North America's Dog","Stephen R. Swinburne","1999","Nonfiction","Science","","3.27","15","2022/05/11"
"","20794","Scientists in the Field","Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wolf","Stephen R. Swinburne","1999","Science","Environment","Nature","4.09","55","2022/05/11"
"","20795","","Boxing Rabbits, Bellowing Alligators","Stephen R. Swinburne","2002","","","","4.0","2","2022/05/11"
"","20796","","In Good Hands in Good Hands: Behind the Scenes at a Center for Orphaned and Injured Birds","Stephen R. Swinburne","","Nonfiction","","","3.8","5","2022/05/11"
"","20797","","Guess Whose Shadow?","Stephen R. Swinburne","1999","Childrens","Picture Books","Science","3.55","47","2022/05/11"
"","20798","","Bobcat","Stephen R. Swinburne","","","","","3.17","6","2022/05/11"
"","20799","","A Tree in the Wind","Phil, T. O'Brien","2006","","","","0.0","0","2022/05/11"
"","20800","","Conversations with Don DeLillo","Don DeLillo","","Nonfiction","Biography","Criticism","4.13","121","2022/05/11"
"","20801","","Harry Secombe's Zoo Loo Book","Harry Secombe","","","","","0.0","0","2022/05/11"
"","20802","","Secombe's Highways.","Harry Secombe","","","","","0.0","0","2022/05/11"
"","20803","","Strawberries and Cheam","Harry Secombe","1997","","","","3.91","11","2022/05/11"
"","20804","","Arias and Raspberries: An Autobiography","Harry Secombe","1989","","","","3.5","14","2022/05/11"
"","20805","","Why I Am a Catholic","Garry Wills","2002","Religion","Nonfiction","Religion","3.59","359","2022/05/11"
"","20806","","Bush's Fringe Government","Garry Wills","","","","","3.62","13","2022/05/11"
"","20807","","Inventing America: Jefferson's Declaration of Independence","Garry Wills","1978","History","North American Hi...","American History","3.92","184","2022/05/11"
"","20808","","The Rosary","Garry Wills","2005","Religion","Christianity","Catholic","3.71","129","2022/05/11"
"","20809","","Lincoln at Gettysburg: The Words That Remade America","Garry Wills","1992","History","Nonfiction","Military History","4.15","7929","2022/05/11"
"","20810","","Venice: Lion City: The Religion of Empire","Garry Wills","2001","History","Cultural","Italy","3.76","154","2022/05/11"
"","20811","Halloween","Halloween","Curtis Richards","1979","Horror","Holiday","Halloween","4.15","8134","2022/05/11"
"","20812","","Four Weddings and a Funeral","Richard Curtis","","Romance","Humor","Comedy","3.72","553","2022/05/11"
"","20813","Halloween","Halloween","Richard Curtis","1979","Horror","Holiday","Halloween","4.15","8134","2022/05/11"
"","20814","","On the Foundations of Monopolistic Competition and Economic Geography: The Selected Essays of B. Curtis Eaton and Richard G. Lipsey","Buford Curtis Eaton","1997","","","","0.0","0","2022/05/11"
"","20815","","Mortal Kombat","Jeff Rovin","1995","Fantasy","Fiction","Games","3.62","290","2022/05/11"
"","20816","","Conversations with the Devil","Jeff Rovin","2007","Horror","Fiction","Novels","3.26","196","2022/05/11"
"","20817","","Return of The Wolf Man","Jeff Rovin","1998","Horror","Fantasy","Shapeshifters","4.21","76","2022/05/11"
"","20818","","The Encyclopedia of Monsters","Jeff Rovin","","Reference","Nonfiction","Horror","4.14","69","2022/05/11"
"","20819","","Vespers","Jeff Rovin","1998","Horror","Fiction","Thriller","3.53","243","2022/05/11"
"","20820","","Dead Rising","Jeff Rovin","2005","","","","4.0","8","2022/05/11"
"","20821","Tom Clancy's Op-Center","Call to Treason","Jeff Rovin","2004","Fiction","Thriller","Spy Thriller","4.0","2316","2022/05/11"
"","20822","","Encyclopaedia of Superheroes","Jeff Rovin","1985","Reference","Comics","Superheroes","4.3","46","2022/05/11"
"","20823","","The Layman's Guide To Legal Survival","David A. Saltman","","","","","0.0","0","2022/05/11"
"","20824","","Paper Basics: Forestry, Manufacture, Selection, Purchasing, Mathematics and Metrics, Recycling","David Saltman","","","","","0.0","0","2022/05/11"
"","20825","","Production Planning & Impositions","David Saltman","1975","","","","0.0","0","2022/05/11"
"","20826","","Selected Papers of S.A. Amitsur with Commentary","S.A. Amitsur","2001","","","","0.0","0","2022/05/11"
"","20827","","The Marrakech express;: A train of thought","David Saltman","","","","","0.0","0","2022/05/11"
"","20828","","Pulp & Paper Primer","David Saltman","","","","","0.0","0","2022/05/11"
"","20829","","Better Resumes for Attorneys and Paralegals","Adele Lewis","1986","","","","0.0","0","2022/05/11"
"","20830","","Pulp and Paper Primer","Tappi Press","1984","","","","0.0","0","2022/05/11"
"","20831","","Janet Flanner's World: Uncollected Writings, 1932 - 1975","Janet Flanner","1979","LGBT","Nonfiction","","4.3","27","2022/05/11"
"","20832","","Genêt: A Biography of Janet Flanner","Brenda Wineapple","1989","Biography","Nonfiction","Biography Memoir","3.83","40","2022/05/11"
"","20833","","Janet, My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray","William Murray","","Autobiography","Memoir","LGBT","3.51","41","2022/05/11"
"","20834","","Perspectives of Four Women Writers on the Second World War: Gertrude Stein, Janet Flanner, Kay Boyle, and Rebecca West","Zofia P. Lesinska","2002","","","","0.0","0","2022/05/11"
"","20835","","Janet Flanner's World: Uncollected Writings 1932 - 1975","Janet Flanner","","LGBT","Nonfiction","","4.3","27","2022/05/11"
"","20836","","Janet Flanner's World: Uncollected Writings, 1932 1975","Janet Flanner","","LGBT","Nonfiction","","4.3","27","2022/05/11"
"","20837","Homicide","Violent Delights","Jerome Preisler","1997","","","","2.89","9","2022/05/11"
"","20838","","Infosurfing Through Net","David Alexander","","","","","5.0","1","2022/05/11"
"","20839","","The Pact","Jerome Preisler","1989","Horror","","","4.67","3","2022/05/11"
"","20840","","Internet Site Finder","David Alexander","1996","","","","5.0","1","2022/05/11"
"","20841","Homicide","White Butterflies","Jerome Preisler","1998","","","","3.43","7","2022/05/11"
"","20842","","Last Man Standing","Jerome Preisler","1996","","","","3.05","21","2022/05/11"
"","20843","","","","","","","","","","2022/05/11"
"","20844","","Zorro and the Jaguar Warriors","Jerome Preisler","","","","","3.65","17","2022/05/11"
"","20845","Homicide","Homicide","Jerome Preisler","","","","","3.38","13","2022/05/11"
"","20846","","The Basket Counts","Matt Christopher","1991","Sports","Sports","Realistic Fiction","3.7","123","2022/05/11"
"","20847","","The Diamond Champs","Matt Christopher","1977","Sports","Sports","Realistic Fiction","3.55","58","2022/05/11"
"","20848","","Catch That Pass!","Matt Christopher","1969","Sports","Sports","Realistic Fiction","3.91","325","2022/05/11"
"","20849","Peach Street Mudders","The Spy on Third Base","Matt Christopher","","Sports","Sports","Childrens","3.36","64","2022/05/11"
"","20850","","Look Who's Playing First Base","Matt Christopher","1972","Sports","Baseball","Sports","3.65","148","2022/05/11"
"","20851","","Miracle at the Plate","Matt Christopher","1967","Sports","Sports","Fiction","3.62","281","2022/05/11"
"","20852","","Wingman On Ice","Matt Christopher","","Sports","Sports","Sports","3.58","78","2022/05/11"
"","20853","","Matt Christopher Extreme Sports Boxed Set Spc","Matt Christopher","2004","","","","0.0","0","2022/05/11"
"","20854","","Johnny Long Legs","Matt Christopher","1970","Sports","Sports","Childrens","3.69","114","2022/05/11"
"","20855","","The Winds Of Forgiveness: Heaven's Healing Promises","Gregory C.D. Young","2004","","","","0.0","0","2022/05/11"
"","20856","","The Winds of the Soul: Heaven's First Voice to Us","Gregory C.D. Young","2000","","","","0.0","0","2022/05/11"
"","20857","","","","","","","","","","2022/05/11"
"","20858","","Precalculus: Graphical, Numerical, Algebraic","Franklin D. Demana","2000","Textbooks","Science","Mathematics","3.29","21","2022/05/11"
"","20859","Drugs: The Straight Facts","Morphine","Gregory D. Busse","","","","","3.33","3","2022/05/11"
"","20860","","The Encyclopedia of World Religions","Robert S. Ellwood","1998","Religion","Nonfiction","","3.0","7","2022/05/11"
"","20861","","Prentice Hall Math Pre-Algebra Student Express CD ROM 2007c","Franklin D. Demana","","","","","0.0","0","2022/05/11"
"","20862","Tom Clancy's Op-Center","Divide and Conquer","Jeff Rovin","","Thriller","Fiction","Spy Thriller","3.82","2938","2022/05/11"
"","20863","Tom Clancy's Net Force Explorers","Shadow of Honor","Mel Odom","","Fiction","Adventure","Young Adult","4.1","302","2022/05/11"
"","20864","Tom Clancy's Op-Center","Call to Treason","Jeff Rovin","","Fiction","Thriller","Spy Thriller","4.0","2316","2022/05/11"
"","20865","Tom Clancy's Net Force Explorers","Death Match","Diane Duane","2002","Fiction","Adventure","Young Adult","4.15","150","2022/05/11"
"","20866","Tom Clancy's Op-Center","Divide and Conquer","Jeff Rovin","2000","Thriller","Fiction","Spy Thriller","3.82","2938","2022/05/11"
"","20867","Tom Clancy's Op-Center","Line of Control","Jeff Rovin","","Fiction","Thriller","War","3.87","3835","2022/05/11"
"","20868","Tom Clancy's Op-Center","Sea of Fire","Jeff Rovin","","Fiction","Thriller","War","3.9","1592","2022/05/11"
"","20869","Tom Clancy's Net Force Explorers","One is the Loneliest Number","Diane Duane","1999","Fiction","Adventure","Science Fiction","3.94","512","2022/05/11"
"","20870","Tom Clancy's Op-Center","Op-Centre","Jeff Rovin","1995","Fiction","Thriller","Spy Thriller","3.62","13259","2022/05/11"
"","20871","","Steve Perry - A Singer's Journey","Laura Monica Cucu","","","","","4.0","14","2022/05/11"
"","20872","","Open Arms: The Steve Perry Anthology: 21 Classics from the Former Lead Vocalist of Journey (1978-1997)","Steve Perry","","","","","4.75","4","2022/05/11"
"","20873","Aliens / Predator / Prometheus","Aliens: Nightmare Asylum","Steve Perry","1993","Science Fiction","Horror","Science Fiction","3.68","1367","2022/05/11"
"","20874","Matador","The Machiavelli Interface","Steve Perry","1986","Science Fiction","Space","Space Opera","4.17","852","2022/05/11"
"","20875","Matador","Brother Death","Steve Perry","1992","Science Fiction","Fiction","Space","4.01","521","2022/05/11"
"","20876","Matador","The Omega Cage","Steve Perry","","Science Fiction","Fiction","Fantasy","3.79","600","2022/05/11"
"","20877","Matador","The Musashi Flex","Steve Perry","2005","Science Fiction","Science Fiction Fantasy","Fiction","4.24","734","2022/05/11"
"","20878","Matador","The Man Who Never Missed","Steve Perry","1985","Science Fiction","Fiction","Space","4.25","1895","2022/05/11"
"","20879","Matador","The 97th Step","Steve Perry","1989","Science Fiction","Fiction","Space","4.23","853","2022/05/11"
"","20880","","The Trinity Vector","Steve Perry","1996","Science Fiction","Fiction","","3.62","105","2022/05/11"
"","20881","","Ferrari: The Gran Turismo & Competition Berlinettas","Dean Batchelor","1977","","","","0.0","0","2022/05/11"
"","20882","","Great Book of Sports Cars","Dean Batchelor","1988","","","","4.0","3","2022/05/11"
"","20883","","Harrah's Automobile Collection: One Man's Tribute To The Great Automobiles Of The World","Dean Batchelor","","","","","0.0","0","2022/05/11"
"","20884","","Ferrari: The Early Spyders & Competition Roadsters","Dean Batchelor","1993","","","","0.0","0","2022/05/11"
"","20885","","The American Hot Rod","Dean Batchelor","1995","","","","4.67","6","2022/05/11"
"","20886","","Cunningham: The Life and Cars of Briggs Swift Cunningham","Dean Baatchelor","","","","","5.0","1","2022/05/11"
"","20887","","Ferrari: The Early Berlinettas & Competition Coupes","Dean Batchlor","1975","","","","5.0","1","2022/05/11"
"","20888","","Illustrated Porsche Buyer's Guide","Dean Batchelor","1983","","","","3.81","16","2022/05/11"
"","20889","","Blue-Eyed Devil: A Road Odyssey Through Islamic America","Michael Muhammad Knight","","Religion","Islam","Nonfiction","3.79","197","2022/05/11"
"","20890","","Goodnight, Nobody","Michael  Knight","2003","Short Stories","","","4.13","99","2022/05/11"
"","20891","Knights Templar","A Friar's Bloodfeud","Michael Jecks","2005","Mystery","Historical","Medieval","4.1","330","2022/05/11"
"","20892","LEGO Knights' Kingdom","The Magic Of The Tower","Michael Anthony Steele","","","","","3.0","17","2022/05/11"
"","20893","","Delta Force: Black Hawk Down - Prima's Official Strategy Guide","Michael Knight","","","","","4.18","11","2022/05/11"
"","20894","","Cutthroats: Terror on the High Seas: Prima's Official Strategy Guide","Michael Knight","1999","","","","0.0","0","2022/05/11"
"","20895","Knights Templar","Death Ship of Dartmouth","Michael Jecks","","Mystery","Historical","Historical Fiction","4.07","348","2022/05/11"
"","20896","","Dogfight: And Other Stories","Michael  Knight","1998","Short Stories","Fiction","","4.06","129","2022/05/11"
"","20897","","Hitman: Codename 47: Prima's Official Strategy Guide","Michael Knight","2000","","","","0.0","0","2022/05/11"
"","20898","","The Last Red August: A Russian Mystery","Alexei Malashenko","","","","","3.5","2","2022/05/11"
"","20899","","Two Leaps Across a Chasm: A Russian Mystery","Nikolai Aleksandrov","","","","","2.67","6","2022/05/11"
"","20900","","The Soviet Multinational State","Martha Brill Olcott","","","","","3.0","1","2022/05/11"
"","20901","","Everyday Islam: Religion and Tradition in Rural Central Asia: Religion and Tradition in Rural Central Asia","Sergei P. Poliakov","1992","Religion","","","2.0","1","2022/05/11"
"","20902","Ivan Kuvakin Mystery","May Day in Magadan","Anthony Olcott","","Mystery","","","3.52","33","2022/05/11"
"","20903","","The Seventh Wife","Andrei Moscovit","","","","","4.4","10","2022/05/11"
"","20904","","Russian Pulp: The Detektiv and the Russian Way of Crime","Anthony Olcott","2001","Literature","","","3.6","10","2022/05/11"
"","20905","","A Documentary History of Communism: Communism in Russia","Robert V. Daniels","1985","History","Politics","","3.73","26","2022/05/11"
"","20906","","A Documentary History of Communism","Robert V. Daniels","1984","","","","4.0","3","2022/05/11"
"","20907","","Soviet Communism from Reform to Collapse","Robert V. Daniels","","","","","3.0","4","2022/05/11"
"","20908","","Studying History: How and Why","Robert V. Daniels","1972","History","","","3.29","7","2022/05/11"
"","20909","","Is Russia Reformable?: Change And Resistance From Stalin To Gorbachev","Robert V. Daniels","","","","","0.0","0","2022/05/11"
"","20910","","The Conscience of the Revolution: Communist Opposition in Soviet Russia","Robert V. Daniels","1960","Cultural","Russia","","4.44","9","2022/05/11"
"","20911","","","","","","","","","","2022/05/11"
"","20912","","The Stalin Revolution: Foundations of Soviet Totalitarianism","Robert V. Daniels","1972","Nonfiction","","","3.44","25","2022/05/11"
"","20913","","The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model History","Don Macmillan","","","","","4.75","4","2022/05/11"
"","20914","","John Deere Tractors and Equipment, Vol 2, 1960-1990 (John Deere Tractors & Equipment, 1960-1990)","Don Macmillan","","","","","4.4","5","2022/05/11"
"","20915","","John Deere Tractors Worldwide: A Century of Progress, 1893-1993","Don Macmillan","1994","","","","5.0","2","2022/05/11"
"","20916","","The Street Rod","Tom Benford","2004","","","","3.0","1","2022/05/11"
"","20917","","The Complete Idiot's Guide to Customizing your Ride","Tom Benford","2007","","","","0.0","0","2022/05/11"
"","20918","","Introducing Desktop Video","Tom Benford","1995","","","","0.0","0","2022/05/11"
"","20919","","Welcome to CD-ROM","Tom Benford","1993","","","","0.0","0","2022/05/11"
"","20920","","Corvette Illustrated Encyclopedia","Tom Benford","2004","","","","5.0","1","2022/05/11"
"","20921","","Welcome To-- PC Sound, Music, and MIDI","Tom Benford","1993","","","","0.0","0","2022/05/11"
"","20922","","Corvette Performance Projects 1968-1982","Tom Benford","","","","","2.5","2","2022/05/11"
"","20923","","Garage and Workshop Gear Guide (Motorbooks Workshop)","Tom Benford","","","","","4.0","1","2022/05/11"
"","20924","","The Complete Idiot's Guide to Restoring Collector Cars","Tom Benford","","","","","4.0","5","2022/05/11"
"","20925","","The Mustang Forty Year History","Randy Leffingwell","2003","","","","3.82","17","2022/05/11"
"","20926","","Muscle: America's Legendary Performance Cars","Randy Leffingwell","","","","","4.3","10","2022/05/11"
"","20927","","Positively 4th Street","David Hajdu","2001","Music","Biography","Nonfiction","3.9","3308","2022/05/11"
"","20928","","Phantoms","Rosalind M. Greenberg","1989","Horror","Anthologies","","3.33","15","2022/05/11"
"","20929","Jig the Goblin","Fantasy Gone Wrong","Martin H. Greenberg","","Fantasy","Short Stories","Humor","3.45","246","2022/05/11"
"","20930","","The Ghosts in Baker Street: New Tales of Sherlock Holmes","Martin H. Greenberg","2006","Mystery","Anthologies","Short Stories","3.53","62","2022/05/11"
"","20931","","Lovecraft's Legacy: A Centennial  Celebration of H.P. Lovecraft","Robert E. Weinberg","1990","Horror","Lovecraftian","Cthulhu Mythos","3.59","111","2022/05/11"
"","20932","","Christmas Bestiary","Martin H. Greenberg","","Short Stories","Fantasy","Anthologies","3.58","26","2022/05/11"
"","20933","","Slipstreams","Martin H. Greenberg","2006","Anthologies","Short Stories","Science Fiction","3.35","26","2022/05/11"
"","20934","","Black Cats and Broken Mirrors","John Helfers","","Fantasy","Short Stories","Anthologies","3.33","64","2022/05/11"
