"","5001","","Code-Name Downfall: The Secret Plan to Invade Japan and Why Truman Dropped the Bomb","Thomas B. Allen","1995","History","War","World War II","3.5","48","2022/03/24"
"","5224","","Anna Karenina","Leo Tolstoy","1877","Classics","Fiction","Romance","4.07","745806","2022/03/24"
"","5225","","The Corrections","Jonathan Franzen","2001","Fiction","Contemporary","Novels","3.81","168864","2022/03/24"
"","5226","","Couldn't Keep it to Myself:  Wally Lamb and the Women of York Correctional Institution","Wally Lamb","2003","Nonfiction","Autobiography","Memoir","4.09","7195","2022/03/24"
"","5227","","She's Come Undone","Wally Lamb","1992","Fiction","Contemporary","Womens Fiction","3.89","329614","2022/03/24"
"","5228","","La Puissance des vaincus","Wally Lamb","1998","Fiction","Contemporary","Novels","4.2","299639","2022/03/24"
"","5229","","Früh am Morgen beginnt die Nacht","Wally Lamb","1998","Fiction","Contemporary","Novels","4.2","299639","2022/03/24"
"","5230","","Vergeef me","Wally Lamb","1998","Fiction","Contemporary","Novels","4.2","299639","2022/03/24"
"","5231","","Die Musik der Wale","Wally Lamb","1992","Fiction","Contemporary","Womens Fiction","3.89","329614","2022/03/24"
"","5232","","I Know This Much Is True","Wally Lamb","1998","Fiction","Contemporary","Novels","4.2","299639","2022/03/24"
"","5233","","I Know This Much Is True","Wally Lamb","1998","Fiction","Contemporary","Novels","4.2","299639","2022/03/24"
"","5234","","She's Come Undone","Wally Lamb","1992","Fiction","Contemporary","Womens Fiction","3.89","329614","2022/03/24"
"","5235","","Le chant de Dolorès","Wally Lamb","1992","Fiction","Contemporary","Womens Fiction","3.89","329614","2022/03/24"
"","5236","","A sud delle nuvole","Wally Lamb","1992","Fiction","Contemporary","Womens Fiction","3.89","329614","2022/03/24"
"","5237","","The Crusader: Ronald Reagan and the Fall of Communism","Paul Kengor","2006","Biography","History","Politics","4.26","229","2022/03/24"
"","5238","","An American Life","Ronald Reagan","1990","Biography","History","Nonfiction","4.26","2952","2022/03/24"
"","5239","","President Reagan: The Triumph of Imagination","Richard Reeves","2005","Biography","History","Nonfiction","3.78","333","2022/03/24"
"","5240","","Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader","Dinesh D'Souza","1997","Biography","History","Politics","4.12","1192","2022/03/24"
"","5241","","Reagan's Revolution: The Untold Story of the Campaign That Started It All","Craig Shirley","","History","Politics","Politics","4.23","163","2022/03/24"
"","5242","","Ronald Reagan: The Power Of Conviction And The Success Of His Presidency","Peter J. Wallison","2004","","","","3.8","5","2022/03/24"
"","5243","","Reagan: A Life In Letters","Kiron K. Skinner","2004","Biography","History","Politics","4.15","113","2022/03/24"
"","5244","","The Acting President","Bob Schieffer","1989","History","Politics","Presidents","3.4","35","2022/03/24"
"","5245","","Ethan Frome","Edith Wharton","1911","Classics","Fiction","Literature","3.42","116816","2022/03/24"
"","5246","","Ethan Frome","Edith Wharton","1911","Classics","Fiction","Literature","3.42","116816","2022/03/24"
"","5247","","Ethan Frome","Edith Wharton","1911","Classics","Fiction","Literature","3.42","116816","2022/03/24"
"","5248","","Cliffs Notes on Wharton's Ethan Frome","Suzanne Pavlos","1999","","","","3.67","6","2022/03/24"
"","5249","","Ethan Frome and Summer","Edith Wharton","1911","Classics","Fiction","Literature","3.86","597","2022/03/24"
"","5250","","Ethan Frome","Edith Wharton","1911","Classics","Fiction","Literature","3.42","116816","2022/03/24"
"","5251","","Ethan Frome","Edith Wharton","1911","Classics","Fiction","Literature","3.42","116816","2022/03/24"
"","5252","","Ethan Frome","Edith Wharton","1911","Classics","Fiction","Literature","3.42","116816","2022/03/24"
"","5253","","Edith Wharton: An Extraordinary Life - an Illustrated Biography","Eleanor Dwight","1994","Biography","Nonfiction","","3.68","53","2022/03/24"
"","5254","","A Son at the Front","Edith Wharton","1923","Classics","Fiction","Historical","3.59","293","2022/03/24"
"","5255","","Collected Stories, 1891-1910","Edith Wharton","1910","Short Stories","Fiction","Classics","4.24","72","2022/03/24"
"","5256","Old New York","Old New York: Four Novellas","Edith Wharton","1924","Classics","Fiction","Short Stories","4.04","1777","2022/03/24"
"","5257","","Summer","Edith Wharton","1917","Classics","Fiction","Romance","3.67","12161","2022/03/24"
"","5258","","The Age of Innocence","Edith Wharton","1920","Classics","Fiction","Historical","3.96","153175","2022/03/24"
"","5259","","Sanctuary","Edith Wharton","","Classics","Fiction","Literature","3.44","875","2022/03/24"
"","5260","","Italian Villas And Their Gardens","Edith Wharton","1904","Cultural","Italy","Travel","3.86","64","2022/03/24"
"","5261","","A Backward Glance","Edith Wharton","1934","Autobiography","Memoir","Biography","3.75","660","2022/03/24"
"","5262","","Edith Wharton on the French Riviera","Philippe Collas","2002","","","","4.0","4","2022/03/24"
"","5263","","Ornament and Silence: Essays on Women's Lives From Edith Wharton to Germaine Greer","Kennedy Fraser","1996","Nonfiction","Writing","Essays","4.14","207","2022/03/24"
"","5264","","Four Novels","Edith Wharton","1920","Fiction","","","4.1","21","2022/03/24"
"","5265","","The Early Short Fiction of Edith Wharton Vol 2","Edith Wharton","2006","Classics","Fiction","Short Stories","4.0","24","2022/03/24"
"","5266","","Edith Wharton A to Z: The Essential Guide to the Life and Work","Sarah Bird Wright","1998","Reference","Nonfiction","","3.75","8","2022/03/24"
"","5267","","Edith Wharton","R.W.B. Lewis","1975","Biography","Nonfiction","History","4.09","427","2022/03/24"
"","5268","","The Cruise of The Vanadis","Edith Wharton","1910","Nonfiction","","","3.21","19","2022/03/24"
"","5269","Bloom's Modern Critical Interpretations","Edith Wharton's The Age of Innocence","Harold Bloom","1998","","","","3.61","18","2022/03/24"
"","5270","Cambridge Studies in American Literature and Culture","Edith Wharton and the Politics of Race","Jennie A. Kassanoff","","History","Nonfiction","","3.86","7","2022/03/24"
"","5271","","The Custom of the Country","Edith Wharton","1913","Classics","Fiction","Historical","4.04","11678","2022/03/24"
"","5272","","The Best Short Stories of Edith Wharton","Edith Wharton","1958","Short Stories","Classics","Fiction","3.75","48","2022/03/24"
"","5273","","The Gilded Age: Edith Wharton and Her Contemporaries","Eleanor Dwight","","","","","3.52","25","2022/03/24"
"","5274","","The Ballad of Reading Gaol - 1906","Oscar Wilde","1896","Poetry","Classics","Fiction","4.28","5238","2022/03/24"
"","5275","","The Ballad of Reading Gaol","Oscar Wilde","1896","Poetry","Classics","Fiction","4.28","5238","2022/03/24"
"","5276","","Wild Orchids of the Middle Atlantic States","Oscar W. Gupton","","","","","4.5","2","2022/03/24"
"","5277","","The Viking Portable Library: Oscar Wilde","Oscar Wilde","1946","Fiction","Poetry","Classics","4.33","236","2022/03/24"
"","5278","","Oscar In The Wilds: The Wilde Family In Connemara And Mayo","Anthony Dudley","","","","","2.0","1","2022/03/24"
"","5279","","The Selected Works Of Oscar Wilde.","Oscar Wilde","1959","Fiction","Short Stories","Drama","4.27","122","2022/03/24"
"","5280","","Der Nasen Hals Arzt Oscar Wild, 1870 1932","Erich Rudolf Müller","","","","","0.0","0","2022/03/24"
"","5281","","The Canterville Ghost and The Model Millionaire","Oscar Wilde","","","","","3.97","37","2022/03/24"
"","5282","","","","","","","","","","2022/03/24"
"","5283","","","","","","","","","","2022/03/24"
"","5284","","","","","","","","","","2022/03/24"
"","5285","","Wild Flowers of Tidewater Virginia","Oscar W. Gupton","1982","","","","4.0","5","2022/03/24"
"","5286","","Fall Wildflowers of the Blue Ridge and Great Smoky Mountains","Oscar W. Gupton","","Nonfiction","","","3.5","2","2022/03/24"
"","5287","","Wildflowers of the Shenendoah Valley and Blue Ridge Mountains","Oscar W. Gupton","","Reference","","","4.0","12","2022/03/24"
"","5288","","Wit and Wisdom: A Book of Quotations","Oscar Wilde","1959","Classics","Nonfiction","Humor","4.24","1316","2022/03/24"
"","5289","","Complete Works of Oscar Wilde","Oscar Wilde","1908","Classics","Fiction","Poetry","4.48","14252","2022/03/24"
"","5290","","The Complete Works, Vol 1: Poems and Poems in Prose","Oscar Wilde","1894","Poetry","Classics","Literature","3.81","246","2022/03/24"
"","5291","","The Complete Fairy Tales of Oscar Wilde","Oscar Wilde","1891","Classics","Fantasy","Short Stories","4.33","11218","2022/03/24"
"","5292","","The Wit & Wisdom of Oscar Wilde","Ralph Keyes","1959","Classics","Nonfiction","Humor","4.24","1316","2022/03/24"
"","5293","","The Secret Life of Oscar Wilde","Neil McKenna","1991","Biography","Nonfiction","LGBT","3.97","705","2022/03/24"
"","5294","","Oscar Wilde","Richard Ellmann","1987","Biography","Nonfiction","History","3.93","5312","2022/03/24"
"","5295","","The Importance of Being Earnest","Oscar Wilde","1895","Classics","Plays","Fiction","4.18","331531","2022/03/24"
"","5296","","An Ideal Husband","Oscar Wilde","1893","Classics","Plays","Fiction","4.01","39528","2022/03/24"
"","5297","","The Picture of Dorian Gray","Oscar Wilde","1890","Classics","Fiction","Horror","4.1","1178794","2022/03/24"
"","5298","","Son of Oscar Wilde","Vyvyan Holland","1954","Nonfiction","Biography","LGBT","4.15","144","2022/03/24"
"","5299","","The Complete Short Stories of Oscar Wilde","Oscar Wilde","1894","Classics","Short Stories","Fiction","4.14","3051","2022/03/24"
"","5300","","The Portable Oscar Wilde","Oscar Wilde","1946","Fiction","Poetry","Classics","4.33","236","2022/03/24"
"","5301","","The Life of Oscar Wilde.","Hesketh Pearson","1946","Biography","Nonfiction","","3.87","84","2022/03/24"
"","5302","","The Artist as Critic: Critical Writings of Oscar Wilde","Oscar Wilde","","Nonfiction","Criticism","Writing","4.26","110","2022/03/24"
"","5303","","Art and Christhood: The Aesthetics of Oscar Wilde","Guy Willoughby","","","","","4.0","1","2022/03/24"
"","5304","","De Profundis and Other Writings","Oscar Wilde","1897","Classics","Nonfiction","Writing","4.22","2466","2022/03/24"
"","5305","Great Conversations","Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure","Ravi Zacharias","2002","Christian","Religion","Christianity","3.95","730","2022/03/24"
"","5306","","Travels with Charley: In Search of America","John Steinbeck","1962","Nonfiction","Travel","Classics","4.06","82856","2022/03/24"
"","5307","","Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men","John Steinbeck","","Fiction","Classics","Literature","4.35","392","2022/03/24"
"","5308","","The Pearl","John Steinbeck","1945","Classics","Fiction","Literature","3.5","207095","2022/03/24"
"","5309","The Life and Times of Scrooge McDuck","The Life and Times of Scrooge McDuck","Don Rosa","1996","Sequential Art","Comics","Sequential Art","4.68","3926","2022/03/24"
"","5310","The Life and Times of Scrooge McDuck","The Life and Times of Scrooge McDuck Companion","Don Rosa","2006","Sequential Art","Comics","Sequential Art","4.49","1391","2022/03/24"
"","5311","","The Financial Wisdom of Ebenezer Scrooge: 5 Principles to Transform Your Relationship with Money","Ted Klontz","","Nonfiction","Economics","Finance","3.69","91","2022/03/24"
"","5312","Gladstone Giant Album Comic Series","Walt Disney's Uncle Scrooge & Donald Duck: The Sunken City","Carl Barks","1989","Sequential Art","Comics","","4.35","40","2022/03/24"
"","5313","Gladstone Comic Album Series","Walt Disney's Uncle Scrooge: Hawaiian Hideaway","Carl Barks","","Sequential Art","Comics","","4.11","18","2022/03/24"
"","5314","","The Last Christmas of Ebenezer Scrooge","Marvin Kaye","2003","","","","4.21","14","2022/03/24"
"","5315","Gladstone Comic Album Series","Walt Disney's Uncle Scrooge & Donald Duck","Don Rosa","","Sequential Art","Comics","","4.38","39","2022/03/24"
"","5316","Uncle Scrooge","Uncle Scrooge #359","Don Rosa","","Sequential Art","Comics","","3.88","8","2022/03/24"
"","5317","Uncle Scrooge","Uncle Scrooge #358","Carl Barks","2006","","","","3.67","6","2022/03/24"
"","5318","Gladstone Giant Album Comic Series","Walt Disney's Uncle Scrooge Vs. Flintheart Glomgold: The Second Richest Duck","Carl Barks","","Sequential Art","Comics","Sequential Art","4.46","41","2022/03/24"
"","5319","","A Christmas Story","Jean Shepherd","1983","Holiday","Christmas","Humor","4.08","4532","2022/03/24"
"","5320","","The Ecco Book of Christmas Stories","Alberto Manguel","2005","Short Stories","Fiction","Holiday","3.12","78","2022/03/24"
"","5321","","My First Story of Christmas","Tim Dowley","","Holiday","Christmas","","4.05","20","2022/03/24"
"","5322","","The Christmas Story","Jane Werner Watson","1952","Holiday","Christmas","Childrens","4.42","1634","2022/03/24"
"","5323","","Stories Behind the Great Traditions of Christmas","Ace Collins","2003","Holiday","Christmas","Nonfiction","3.85","426","2022/03/24"
"","5324","","Seven Stories of Christmas Love","Leo F. Buscaglia","1987","Holiday","Christmas","Nonfiction","4.07","353","2022/03/24"
"","5325","","A Christmas Dozen: Christmas Stories to Warm the Heart","Steve Burt","2000","Holiday","Christmas","","4.03","37","2022/03/24"
"","5326","","A Christmas Carol","Charles Dickens","1843","Classics","Fiction","Holiday","4.07","707120","2022/03/24"
"","5327","","A Christmas Carol","Charles Dickens","1843","Classics","Fiction","Holiday","4.07","707120","2022/03/24"
"","5328","","A Christmas Carol","Charles Dickens","1843","Classics","Fiction","Holiday","4.07","707120","2022/03/24"
"","5329","","A Christmas Carol","Charles Dickens","1843","Classics","Fiction","Holiday","4.07","707120","2022/03/24"
"","5330","","The Annotated Christmas Carol","Charles Dickens","1843","Classics","Fiction","Holiday","4.07","707120","2022/03/24"
"","5331","","A Christmas Carol Study Guide","Rebecca Gilleland","2002","","","","4.0","4","2022/03/24"
"","5332","","Charles Dickens' A Christmas Carol","Jane Parker Resnick","","Holiday","Christmas","Holiday","4.14","80","2022/03/24"
"","5333","","Best-Loved Christmas Carols: The Stories Behind Twenty-five Yuletide Favorites","Ron Clancy","","Nonfiction","Music","Holiday","4.0","14","2022/03/24"
"","5334","","A Guide for Using a Christmas Carol in the Classroom","JUDITH DELEO AUGUSTINE","","","","","3.88","8","2022/03/24"
"","5335","","A Christmas Carol","Charles Dickens","1843","Classics","Fiction","Holiday","4.07","707120","2022/03/24"
"","5336","","Four Complete Novels: Great Expectations/Hard Times/A Christmas Carol/A Tale of Two Cities","Charles Dickens","1861","Classics","Fiction","Literature","4.3","3548","2022/03/24"
"","5337","","Little Dorrit","Charles Dickens","1855","Classics","Fiction","Historical","3.99","45385","2022/03/24"
"","5338","","A Christmas Carol and Other Christmas Writings","Charles Dickens","1843","Classics","Fiction","Holiday","4.14","35841","2022/03/24"
"","5339","","The Chimes, The Cricket on the Hearth, The Seven Poor Travellers and A Christmas Carol (Charles Dickens Christmas Set)","Charles Dickens","","Literature","Classics","","3.79","24","2022/03/24"
"","5340","","Pictures from Italy","Charles Dickens","1846","Classics","Travel","Cultural","3.55","602","2022/03/24"
"","5341","","The Unabridged Charles Dickens","Charles Dickens","1861","Classics","Fiction","","4.42","171","2022/03/24"
"","5342","","The Life of Our Lord: Written for His Children During the Years 1846 to 1849","Charles Dickens","1934","Classics","Holiday","Christmas","4.0","2234","2022/03/24"
"","5343","","A Christmas Carol","Charles Dickens","1843","Classics","Fiction","Holiday","4.07","707124","2022/03/24"
"","5344","","Hard Times","Charles Dickens","1854","Classics","Fiction","Literature","3.53","61734","2022/03/24"
"","5345","","The Innocent Man: Murder and Injustice in a Small Town","John Grisham","","Nonfiction","Crime","True Crime","3.84","70772","2022/03/24"
"","5346","","The Last Juror","John Grisham","2004","Fiction","Mystery","Thriller","3.91","91904","2022/03/24"
"","5347","","Bleachers","John Grisham","2003","Fiction","Sports","Sports","3.5","38676","2022/03/24"
"","5348","","The Testament","John Grisham","1999","Fiction","Thriller","Mystery","3.88","111836","2022/03/24"
"","5349","","The Rainmaker","John Grisham","1995","Fiction","Thriller","Mystery","3.97","183437","2022/03/24"
"","5350","","The Partner","John Grisham","1997","Fiction","Thriller","Mystery","3.95","119216","2022/03/24"
"","5351","","The Street Lawyer","John Grisham","1998","Fiction","Thriller","Mystery","3.86","108387","2022/03/24"
"","5352","","The Summons","John Grisham","2002","Fiction","Mystery","Thriller","3.71","72013","2022/03/24"
"","5353","","The Partner","John Grisham","1997","Fiction","Thriller","Mystery","3.95","119216","2022/03/24"
"","5354","","The Brethren","John Grisham","2000","Fiction","Thriller","Mystery","3.75","90011","2022/03/24"
"","5355","","The Chamber","John Grisham","1994","Fiction","Thriller","Mystery","3.82","132421","2022/03/24"
"","5356","","The King of Torts","John Grisham","2003","Fiction","Thriller","Mystery","3.7","80520","2022/03/24"
"","5357","","Skipping Christmas","John Grisham","2001","Fiction","Holiday","Christmas","3.52","65469","2022/03/24"
"","5358","","The Firm","Robin Waterfield","1991","Fiction","Thriller","Mystery","4.04","597868","2022/03/24"
"","5359","","The Client","John Grisham","1993","Fiction","Mystery","Thriller","4.03","420187","2022/03/24"
"","5360","","A Painted House","John Grisham","2001","Fiction","Mystery","Historical","3.72","87118","2022/03/24"
"","5361","","John Grisham Box Set (The Partner, The Street Lawyer, A Time To Kill)","John Grisham","2002","","","","4.23","125","2022/03/24"
"","5362","","The Summons / The Brethren","John Grisham","2002","Fiction","","","3.97","257","2022/03/24"
"","5363","","Skipping Christmas","John Grisham","2001","Fiction","Holiday","Christmas","3.52","65469","2022/03/24"
"","5364","Outlander","Dragonfly in Amber","Diana Gabaldon","1992","Historical","Historical Fiction","Romance","4.33","318433","2022/03/24"
"","5365","Dragonlance: The Dark Disciple","Amber and Iron","Margaret Weis","2005","Fantasy","Dungeons and Dragons","Dragonlance","3.96","2562","2022/03/24"
"","5366","His Dark Materials","The Amber Spyglass","Philip Pullman","2000","Fantasy","Young Adult","Fiction","4.09","331272","2022/03/24"
"","5367","The Chronicles of Amber","The Great Book of Amber","Roger Zelazny","","Fantasy","Fiction","Science Fiction","4.31","24896","2022/03/24"
"","5368","","Forever Amber","Kathleen Winsor","1944","Historical","Historical Fiction","Fiction","3.99","17451","2022/03/24"
"","5369","","The Amber Room","Steve Berry","2003","Thriller","Fiction","Mystery","3.87","24712","2022/03/24"
"","5370","Amber Brown","Amber Brown Is Green With Envy","Paula Danziger","2003","Childrens","Realistic Fiction","Fiction","3.95","892","2022/03/24"
"","5371","Amber Brown","Amber Brown Is Not a Crayon","Paula Danziger","1994","Childrens","Fiction","Realistic Fiction","3.85","5380","2022/03/24"
"","5372","Dragonlance: The Dark Disciple","Amber and Ashes","Margaret Weis","2004","Fantasy","Dungeons and Dragons","Dragonlance","3.88","3076","2022/03/24"
"","5373","The Dark Tower","The Waste Lands","Stephen King","1991","Fantasy","Fiction","Horror","4.24","200303","2022/03/24"
"","5374","Dragonology Chronicles","The Dragon's Eye","Dugald A. Steer","","Fantasy","Fantasy","Dragons","3.82","2566","2022/03/24"
"","5375","Erec Rex","The Dragon's Eye","Kaza Kingsley","","Fantasy","Young Adult","Fantasy","4.0","5785","2022/03/24"
"","5376","Stonefort","Dragon's Eye","James A. Hetley","2005","Fantasy","Fantasy","Urban Fantasy","3.43","167","2022/03/24"
"","5377","Fighting Fantasy","Eye of the Dragon","Ian Livingstone","","Games","Gamebooks","Fantasy","3.56","81","2022/03/24"
"","5378","","An Eye For The Dragon- Southeast Asia Observed: 1954-1970","Dennis Bloodworth","1970","","","","3.95","22","2022/03/24"
"","5379","","The Dragon's Eye (The 'Dragon's Eye' Trilogy, #1)","Garrett Luttrell","2004","","","","0.0","0","2022/03/24"
"","5380","","Lighting the Eye of the Dragon: Inner Secrets of Taoist Feng Shui","Baolin Wu","","","","","4.54","13","2022/03/24"
"","5381","","Eyes of the Dragon","Margaret Leaf","","Childrens","Picture Books","Fantasy","3.79","24","2022/03/24"
"","5382","","Los ojos del dragón","Stephen King","1987","Fantasy","Fiction","Horror","3.93","113516","2022/03/24"
"","5383","","Los ojos del dragón","Stephen King","1987","Fantasy","Fiction","Horror","3.93","113516","2022/03/24"
"","5384","","An Eye For The Dragon- Southeast Asia Observed: 1954-1970","Dennis Bloodworth","1970","","","","3.95","22","2022/03/24"
"","5385","","","","","","","","","","2022/03/24"
"","5386","Golden Dragon","The Eye of the Dragon","Dave Morris","1986","Games","Gamebooks","Fantasy","3.95","21","2022/03/24"
"","5387","","An Eye For The Dragon: Southeast Asia Observed, 1954-1986 (New Edition)","Dennis Bloodworth","1970","","","","3.95","22","2022/03/24"
"","5388","","Through The Dragon's Eye","Christine Russell","","","","","4.07","14","2022/03/24"
"","5389","","Dawn of the Dragon's Eye","Jenelle Leanne Schmidt","2006","","","","5.0","1","2022/03/24"
"","5390","","","","","","","","","","2022/03/24"
"","5391","","The Dragon's Eye","Scott C.S. Stone","1969","Mystery","Crime","","3.57","7","2022/03/24"
"","5392","","In the Eyes of the Dragon: China Views the World","Deng Yong Deng","","","","","4.0","1","2022/03/24"
"","5393","Sun Piao","Dragon's Eye","Andy Oakes","2003","Mystery","Crime","Fiction","3.26","68","2022/03/24"
"","5394","","The Dragon's Eye: Envisioning Women's Wisdom","Herta Payson","","","","","0.0","0","2022/03/24"
"","5395","","Through the Dragon's Eyes: Searching for a Savior","Kat M. Rose","","","","","0.0","0","2022/03/24"
"","5396","","Dragon's Eye","Christopher Stasheff","","Fantasy","Fiction","Fantasy","3.5","42","2022/03/24"
"","5397","","The Dragon's Eye","Norma Johnston","1990","","","","3.0","4","2022/03/24"
"","5398","","Chinese Children's Stories: Dragon Eye and Cassia Circle, the Conceited Barber","Staff Hwa-I Publishing Co","","","","","0.0","0","2022/03/24"
"","5399","","The Stand","Stephen King","1978","Horror","Fiction","Fantasy","4.34","684519","2022/03/24"
"","5400","","The Last Stand of the Tin Can Sailors: The Extraordinary World War II Story of the U.S. Navy's Finest Hour","James D. Hornfischer","2003","History","Nonfiction","War","4.32","9600","2022/03/24"
"","5401","Molly Lou Melon","Stand Tall, Molly Lou Melon [Modern Gem]","Patty Lovell","1994","Childrens","Picture Books","Childrens","4.38","14994","2022/03/24"
"","5402","","""Stand Back,"" Said the Elephant, ""I'm Going to Sneeze!""","Patricia Thomas","1971","Childrens","Picture Books","Childrens","4.4","1159","2022/03/24"
"","5403","","A Look at Life from a Deer Stand Gift Edition: Hunting for the Meaning of Life","Steve Chapman","1996","Christian","Nature","Outdoors","3.96","96","2022/03/24"
"","5404","","Here I Stand: A Life of Martin Luther","Roland H. Bainton","1950","Biography","History","Christian","3.79","6614","2022/03/24"
"","5405","Star Wars: The New Jedi Order","Enemy Lines II: Rebel Stand","Aaron Allston","2002","Media Tie In","Star Wars","Science Fiction","3.85","6720","2022/03/24"
"","5406","","Comic Insights: The Art of Stand-Up Comedy","Franklyn Ajaye","","Humor","Comedy","Humor","3.97","215","2022/03/24"
"","5407","","Stand-Up Comedy: The Book","Judy Carter","","Humor","Comedy","Humor","3.9","246","2022/03/24"
"","5408","","Stand for Something: The Battle for America's Soul","John Kasich","","Politics","Nonfiction","","3.3","120","2022/03/24"
"","5409","The Stand","The Stand, Part 1 of 2","Stephen King","","Horror","Roman","Science Fiction","4.3","909","2022/03/24"
"","5410","","Apocalipsis","Stephen King","1978","Horror","Fiction","Fantasy","4.34","684519","2022/03/24"
"","5411","The Stand","The Stand, Part 2 of 2","Stephen King","1978","Horror","Roman","Fiction","4.33","743","2022/03/24"
"","5412","","The Stand: Das letzte Gefecht","Stephen King","1978","Horror","Fiction","Fantasy","4.34","684519","2022/03/24"
"","5413","","'Salem's Lot","Stephen King","1975","Horror","Fiction","Paranormal","4.26","101772","2022/03/24"
"","5414","","'Salem's Lot","Stephen King","1975","Horror","Fiction","Paranormal","4.04","380330","2022/03/24"
"","5415","","'Salem's Lot","Stephen King","","Horror","Fiction","Paranormal","4.04","380330","2022/03/24"
"","5416","","The Shining / Salems Lot / Night Shift / Carrie","Stephen King","","Horror","Fiction","Historical","4.67","1910","2022/03/24"
"","5417","","Carrie / 'Salem's Lot / The Shining","Stephen King","1983","Horror","Fiction","Classics","4.56","16763","2022/03/24"
"","5418","","'Salem's Lot","Stephen King","1975","Horror","Fiction","Paranormal","4.04","380330","2022/03/24"
"","5419","","'Salem's Lot","Stephen King","1975","Horror","Fiction","Paranormal","4.04","380330","2022/03/24"
"","5420","","'Salem's Lot","Stephen King","1975","Horror","Fiction","Paranormal","4.04","380331","2022/03/24"
"","5421","","El misterio de Salem's Lot","Stephen King","1975","Horror","Fiction","Paranormal","4.04","380331","2022/03/24"
"","5422","","Snow Falling on Cedars","David Guterson","1994","Fiction","Historical","Historical Fiction","3.85","176868","2022/03/24"
"","5423","","Snow Falling on Cedars","David Guterson","1994","Fiction","Historical","Historical Fiction","3.85","176868","2022/03/24"
"","5424","","Wizard Study Guide Snow Falling on Cedars","Paul Callaghan","","","","","3.0","1","2022/03/24"
"","5425","","The Journey of Ibn Fattouma","Naguib Mahfouz","1983","Fiction","Novels","Northern Africa","3.96","4737","2022/03/24"
"","5426","","رحلة ابن فطومة","Naguib Mahfouz","1983","Fiction","Novels","Northern Africa","3.96","4737","2022/03/24"
"","5427","","Orientalism","Edward W. Said","1978","Nonfiction","History","Philosophy","4.08","21605","2022/03/24"
"","5428","","Dangerous Knowledge: Orientalism and Its Discontents","Robert Irwin","","History","Nonfiction","Religion","3.69","170","2022/03/24"
"","5429","","Orientalism and Religion: Post-Colonial Theory, India and the Mystic East","Richard King","","Religion","Religion","Buddhism","4.0","83","2022/03/24"
"","5430","","American Orientalism: The United States and the Middle East Since 1945","Douglas Little","2002","History","Politics","Nonfiction","3.63","161","2022/03/24"
"","5431","","Alberto Pinto Orientalism","Alberto Pinto","","","","","4.67","3","2022/03/24"
"","5432","","Orientalism","Alexander Lyon Macfie","","History","","","3.25","16","2022/03/24"
"","5433","","Orientalism: History, Theory and the Arts","John M. MacKenzie","","Nonfiction","Art","Art History","3.15","26","2022/03/24"
"","5434","","Defending the West: A Critique of Edward Said's Orientalism","Ibn Warraq","","History","Politics","Nonfiction","3.58","113","2022/03/24"
"","5435","","Edward W. Said's Orientalism: A Critique","Bharat Bhusan Mohanty","","","","","0.0","0","2022/03/24"
"","5436","","Interviews with Edward W. Said","Edward W. Said","","Philosophy","","","3.85","13","2022/03/24"
"","5437","","Orientalism","Edward W. Said","1978","Nonfiction","History","Philosophy","4.08","21605","2022/03/24"
"","5438","","Orientalism Reappraised: British Travel-writing on Oman","Hilal Said Al-hajri","","","","","0.0","0","2022/03/24"
"","5439","","Interpreter of Maladies","Jhumpa Lahiri","1999","Short Stories","Fiction","Cultural","4.17","174224","2022/03/24"
"","5440","","Interprete De Emociones","Jhumpa Lahiri","1999","Short Stories","Fiction","Cultural","4.17","174224","2022/03/24"
"","5441","","Riverside Reader 8th Edition Plus Interpreter of Maladies Paperback","Joseph F. Trimmer","1981","Nonfiction","","","3.71","41","2022/03/24"
"","5442","","The Faiths of the Founding Fathers","David L. Holmes","2006","History","Religion","Nonfiction","3.9","552","2022/03/24"
"","5443","","Not Your Usual Founding Father: Selected Readings from Benjamin Franklin","Benjamin Franklin","2006","Nonfiction","History","","4.25","12","2022/03/24"
"","5444","","America's Founding Secret: What the Scottish Enlightenment Taught Our Founding Fathers","Robert W. Galvin","","","","","3.25","4","2022/03/24"
"","5445","","The Founding Fathers on Leadership: Classic Teamwork in Changing Times","Donald T. Phillips","1997","Leadership","History","Nonfiction","3.84","256","2022/03/24"
"","5446","","Financial Founding Fathers: The Men Who Made America Rich","Robert E. Wright","","Economics","History","North American Hi...","3.7","27","2022/03/24"
"","5447","","Founding Fathers: Uncommon Heroes","Steven W. Allen","2002","History","Nonfiction","","3.99","80","2022/03/24"
"","5448","","Faith of Our Founding Fathers","Tim LaHaye","1987","History","Nonfiction","Church","3.4","35","2022/03/24"
"","5449","","The Failure of the Founding Fathers: Jefferson, Marshall, and the Rise of Presidential Democracy","Bruce A. Ackerman","","History","Politics","North American Hi...","3.85","88","2022/03/24"
"","5450","","The Founding Fathers and the Place of Religion in America","Franklin T. Lambert","2003","History","Religion","Nonfiction","3.94","71","2022/03/24"
