"1229","","Life of Pi","Yann Martel","Fiction","Fantasy","Classics","3.93","1468642","2022/03/19"
"1230","","L'Histoire de Pi","Yann Martel","Fiction","Fantasy","Classics","3.93","1468642","2022/03/19"
"1231","","Keys to Investing in Real Estate","Jack P. Friedman","","","","2.11","9","2022/03/19"
"1232","El cementerio de los libros olvidados","The Shadow of the Wind","Carlos Ruiz Zafón","Fiction","Historical","Historical Fiction","4.28","540582","2022/03/19"
"1233","El cementerio de los libros olvidados","The Shadow of the Wind","Carlos Ruiz Zafón","Fiction","Historical","Historical Fiction","4.28","540582","2022/03/19"
"1234","","Shadows and Wind: A View of Modern Vietnam","Robert Templer","History","Nonfiction","Politics","3.43","122","2022/03/19"
"1235","El cementerio de los libros olvidados","La sombra del viento","Carlos Ruiz Zafón","Fiction","Historical","Historical Fiction","4.28","540585","2022/03/19"
"1236","","In the Shadow of the Wind","Anne Hébert","Cultural","France","Fiction","3.71","1051","2022/03/19"
"1237","Shadows","Shadows on the Wind","Rita Gallagher","Gothic","Romance","Historical Romance","2.8","5","2022/03/19"
"1238","Winds of Freedom","Freedom's Shadow","Marlo Schalesky","Christian Fiction","","","3.64","14","2022/03/19"
"1239","","Shadows And Wind: A View of Modern Vietnam","Robert Templer","History","Nonfiction","Politics","3.43","122","2022/03/19"
"1240","","Against Shadows and Winds","N.E. Thompson","","","","0.0","0","2022/03/19"
"1241","","A Million Little Pieces","James Frey","Fiction","Contemporary","Psychology","3.66","238452","2022/03/19"
"1242","","A Million Little Pieces of Feces","Python Bonkers","Humor","","","3.59","44","2022/03/19"
"1243","","A Million Little Lies","James Pinocchio","Humor","Humor","Comedy","3.54","226","2022/03/19"
"1244","","Sandpaper Sisters","Michele McKnight Baker","","","","4.0","2","2022/03/19"
"1245","","A Million Little Pieces of Close to Home: A Close to Home Collection","John McPherson","Sequential Art","Comics","","3.71","24","2022/03/19"
"1246","","The Leadership Challenge","James M. Kouzes","Leadership","Business","Nonfiction","4.02","13104","2022/03/19"
"1247","","Leadership and Self-Deception: Getting Out of the Box","The Arbinger Institute","Leadership","Business","Nonfiction","4.11","28522","2022/03/19"
"1248","","The 21 Irrefutable Laws of Leadership Workbook: Follow Them and People Will Follow You","John C. Maxwell","Leadership","Business","Nonfiction","4.24","1010","2022/03/19"
"1249","","Primal Leadership: Learning to Lead with Emotional Intelligence","Daniel Goleman","Leadership","Business","Nonfiction","3.93","9831","2022/03/19"
"1250","","Leadership: Theory and Practice","Peter G. Northouse","Leadership","Nonfiction","Business","3.85","2472","2022/03/19"
"1251","","Leadership Is an Art","Max DePree","Leadership","Business","Nonfiction","4.0","5734","2022/03/19"
"1252","","Lincoln on Leadership: Executive Strategies for Tough Times","Donald T. Phillips","Leadership","Business","History","4.15","6467","2022/03/19"
"1253","","Leadership 101: What Every Leader Needs to Know","John C. Maxwell","Leadership","Business","Nonfiction","4.14","4947","2022/03/19"
"1254","","The Leadership Pipeline: How to Build the Leadership-Powered Company","Ram Charan","Leadership","Business","Business","3.93","1528","2022/03/19"
"1255","","Leadership in Organizations","Gary A. Yukl","Leadership","Business","Nonfiction","3.69","323","2022/03/19"
"1256","","Complete Giuliani Studies","David Grimes","","","","4.25","4","2022/03/19"
"1257","","Grand Illusion: The Untold Story of Rudy Giuliani and 9/11","Wayne Barrett","Politics","Nonfiction","","3.74","61","2022/03/19"
"1258","","120 Studies for Right Hand Development","Mauro Giuliani","Music","","","4.5","26","2022/03/19"
"1259","","Leadership Through the Ages: A Collection of Favorite Quotations","Rudolph W. Giuliani","Leadership","Business","","3.85","20","2022/03/19"
"1260","","Mauro Giuliani: Virtuoso Guitarist and Composer","Thomas F. Heck","","","","4.0","4","2022/03/19"
"1261","","Rudy Giuliani: Emperor of the City","Andrew Kirtzman","History","Nonfiction","Biography","3.48","46","2022/03/19"
"1262","","The Prince of the City: Giuliani, New York, and the Genius of American Life","Fred Siegel","Biography","Politics","Nonfiction","3.64","91","2022/03/19"
"1263","","America's Mayor: The Hidden History of Rudy Giuliani's New York","Robert Polner","","","","3.4","5","2022/03/19"
"1264","","Rudy! An Investigative Biography Of Rudolph Giuliani","Wayne Barrett","New York","Nonfiction","","3.81","26","2022/03/19"
"1265","","Leadership","Rudolph W. Giuliani","Leadership","Biography","Nonfiction","3.71","2456","2022/03/19"
"1266","","Leadership Through the Ages: A Collection of Favorite Quotations","Rudolph W. Giuliani","Leadership","Business","","3.85","20","2022/03/19"
"1267","","A Day in the Life of a Mayor: Featuring New York City Mayor Rudy Giuliani","Liza N. Burby","","","","0.0","0","2022/03/19"
"1268","","Faces Of Ground Zero: Portraits Of The Heroes Of September 11, 2001","Rudolph W. Giuliani","Nonfiction","History","Biography","4.57","47","2022/03/19"
"1269","","Music Minus One Guitar: Giuliani Guitar Quintet in A major, op. 65 (Book & CD)","Mauro Giuliani","","","","0.0","0","2022/03/19"
"1270","","Mauro Giuliani: Guitar Concerto No. 1 in A Major, Op. 30 [With 2 CDs]","Mauro Giuliani","","","","0.0","0","2022/03/19"
"1271","","Assessment in Special Education: A Practical Approach","George A. Giuliani","Education","","","3.64","59","2022/03/19"
"1272","","Rudolph Giuliani","Wil Mara","","","","5.0","3","2022/03/19"
"1273","","Leadership","Rudolph W. Giuliani","Leadership","Biography","Nonfiction","3.71","2456","2022/03/19"
"1274","","Men Are from Mars, Women Are from Venus","John Gray","Nonfiction","Self Help","Psychology","3.58","178712","2022/03/19"
"1275","","Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Relationships","John Gray","Nonfiction","Self Help","Psychology","3.58","178712","2022/03/19"
"1276","","Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships","John Gray","Self Help","Nonfiction","","3.63","68","2022/03/19"
"1277","","Men are from Mars, Women are from Venus","John Gray","Nonfiction","Self Help","Psychology","3.58","178712","2022/03/19"
"1278","Freddy the Pig","Freddy and the Men from Mars","Walter Rollin Brooks","Fiction","Childrens","Childrens","4.16","218","2022/03/19"
"1279","","Men Are from Mars, Women Are from Venus: Secrets of Passion/Audio Cassette","John Gray","","","","3.67","3","2022/03/19"
"1280","","Men Are From Mars, Women Are From Venus: A Practical Guide For Improving Communication and Getting What You Want","John Gray","Nonfiction","Self Help","Psychology","3.58","178712","2022/03/19"
"1281","","Men Are from Mars, Women Are from Venus","John Gray","Nonfiction","Self Help","Psychology","3.58","178712","2022/03/19"
"1282","","Children Are from Heaven: How to Have Strong, Confident Children","John Gray","Parenting","Nonfiction","Psychology","3.87","1229","2022/03/19"
"1283","","Investing in REITs: Real Estate Investment Trusts","Ralph L. Block","Economics","Finance","Business","3.72","172","2022/03/19"
"1284","","Playing the REITs Game: Asia's New Real Estate Investment Trusts","Dominic Whiting","","","","2.86","7","2022/03/19"
"1285","","The essential REIT: A guide to profitable investing in Real Estate Investment Trusts","Ralph L. Block","","","","4.33","3","2022/03/19"
"1286","","Real Estate Securities: The Reit Investment Handbook","Peter Madlem","","","","0.0","0","2022/03/19"
"1287","","Online Investing Hacks: 100 Industrial-Strength Tips & Tools","Bonnie Biafore","","","","3.67","15","2022/03/19"
"1288","","J.K.Lasser Pro Real Estate Investment Trusts: New Strategies for Portfolio Management","Richard Imperiale","","","","0.0","0","2022/03/19"
"1289","","How to Talk to Women","Ron Louis","","","","4.57","7","2022/03/19"
"1290","","How to Succeed with Women","Ron Louis","Relationships","Self Help","Nonfiction","3.8","99","2022/03/19"
"1291","","Sex Lover's Book of Lists","Ron Louis","Sexuality","","","4.17","6","2022/03/19"
"1292","","Kiowa Trail","Louis L'Amour","Westerns","Fiction","Historical","3.99","2313","2022/03/19"
"1293","","How to Succeed with Men","David Copeland","Relationships","","","2.92","12","2022/03/19"
"1294","","How to Survive the IRS: My Battles Against Goliath","Michael Louis Minns","","","","3.6","5","2022/03/19"
"1295","Earth's Children","The Clan of the Cave Bear","Jean M. Auel","Historical","Historical Fiction","Fiction","4.07","247083","2022/03/19"
"1296","Earth's Children","The Clan of the Cave Bear","Jean M. Auel","Historical","Historical Fiction","Fiction","4.07","247083","2022/03/19"
"1297","Earth's Children","The Clan of the Cave Bear, Part 1 of 2","Jean M. Auel","Historical","Historical Fiction","Fiction","4.42","680","2022/03/19"
"1298","Earth's Children","The Clan of the Cave Bear, Part 2 of 2","Jean M. Auel","Historical","Historical Fiction","","4.54","280","2022/03/19"
"1299","Earth's Children","The Clan of the Cave Bear","Jean M. Auel","Historical","Historical Fiction","Fiction","4.07","247083","2022/03/19"
"1300","","The Bad Guys Won!","Jeff Pearlman","Sports","Sports","Sports","4.05","4272","2022/03/19"
"1301","","Moneyball: The Art of Winning an Unfair Game","Michael  Lewis","Nonfiction","Sports","Sports","4.24","116036","2022/03/19"
"1302","","Juiced Official Strategy Guide","Doug W.","","","","0.0","0","2022/03/19"
"1303","","The 48 Laws of Power","Robert Greene","Nonfiction","Psychology","Business","4.15","99794","2022/03/19"
"1304","","The Exp 48 Laws of Power","Robert Greene","Nonfiction","Psychology","Business","4.15","99794","2022/03/19"
"1305","","Gates of Fire","Steven Pressfield","Historical","Historical Fiction","Fiction","4.39","33744","2022/03/19"
"1306","","Gates of Fire","Steven Pressfield","Historical","Historical Fiction","Fiction","4.39","33744","2022/03/19"
"1307","The Death Gate Cycle","Fire Sea","Margaret Weis","Fantasy","Fiction","Fantasy","4.08","18372","2022/03/19"
"1308","","Gates of Fire","Steven Pressfield","Historical","Historical Fiction","Fiction","4.39","33744","2022/03/19"
"1309","The World Gates","Memory of Fire","Holly Lisle","Fantasy","Fantasy","Urban Fantasy","3.65","549","2022/03/19"
"1310","","Fire at Eden's Gate: Tom McCall and the Oregon Story","Brent Walth","Biography","History","Nonfiction","4.25","133","2022/03/19"
"1311","","Through Gates of Fire: A Journey into World Disorder","Martin Bell","Nonfiction","History","Politics","3.73","22","2022/03/19"
"1312","Oath of Empire","The Gate of Fire","Thomas Harlan","Fantasy","Science Fiction","Alternate History","3.59","179","2022/03/19"
"1313","","Gates of Fire","Elwyn M. Chamberlain","Fiction","","","4.22","41","2022/03/19"
"1314","","Fire in the Gates","Thurman C. Petty Jr.","","","","4.25","8","2022/03/19"
"1315","","The Afghan Campaign","Steven Pressfield","Historical","Historical Fiction","Fiction","3.98","4282","2022/03/19"
"1316","","The Virtues of War","Steven Pressfield","Historical","Historical Fiction","Fiction","4.0","5470","2022/03/19"
"1317","","Tides of War","Steven Pressfield","Historical","Historical Fiction","Fiction","3.91","4463","2022/03/19"
"1318","","Last of the Amazons","Steven Pressfield","Historical","Historical Fiction","Fiction","3.79","2942","2022/03/19"
"1319","","The War of Art: Winning the Inner Creative Battle","Steven Pressfield","Nonfiction","Language","Writing","3.99","87252","2022/03/19"
"1320","","Gita on the Green","Stephen J. Rosen","","","","3.62","26","2022/03/19"
"1321","","La Conquista de Alejandro Magno","Steven Pressfield","Historical","Historical Fiction","Fiction","4.0","5470","2022/03/19"
"1322","","Blood Stripes: The Grunt's View of the War in Iraq","David J. Danelo","War","Military Fiction","War","3.93","136","2022/03/19"
"1323","","Phaedrus","Plato","Philosophy","Classics","Nonfiction","3.95","8260","2022/03/19"
"1324","","Phaedrus","Plato","Philosophy","Classics","Nonfiction","3.95","8260","2022/03/19"
"1325","","Symposium/Phaedrus","Plato","Philosophy","Classics","Nonfiction","3.99","952","2022/03/19"
"1326","","Phaedrus and Letters VII and VIII","Plato","Philosophy","Classics","Nonfiction","4.03","251","2022/03/19"
"1327","","Phaedrus","Plato","Philosophy","Classics","Nonfiction","3.95","8260","2022/03/19"
"1328","","Phaedrus","Plato","Philosophy","Classics","Nonfiction","3.95","8260","2022/03/19"
"1329","","Plato's Erotic Dialogues: Symposium/Phaedrus","Plato","Philosophy","Classics","Nonfiction","3.99","952","2022/03/19"
"1330","","Euthyphro. Apology. Crito. Phaedo. Phaedrus.","Plato","Philosophy","Classics","Nonfiction","4.36","1013","2022/03/19"
"1331","","Babrius and Phaedrus: Fables (Loeb Classical Library #436)","Babrius","Classics","Poetry","","4.05","20","2022/03/19"
"1332","Platonis opera","Parmenides, Philebus, Symposium, Phaedrus, Alcibiades I and II, Hipparchus, Amatores","Plato","Philosophy","Classics","","4.8","20","2022/03/19"
"1333","","The Rhetoric of Morality and Philosophy: Plato's Gorgias and Phaedrus","Seth Benardete","","","","4.43","14","2022/03/19"
"1334","","Lysis/Phaedrus/Symposium: Plato on Homosexuality","Plato","Nonfiction","History","Classics","4.53","17","2022/03/19"
"1335","Cambridge Classical Studies","Listening to the Cicadas: A Study of Plato's Phaedrus","G.R.F. Ferrari","Philosophy","","","3.5","8","2022/03/19"
"1336","","Plato's Phaedrus: The Philosophy of Love","Graeme Nicholson","","","","4.0","8","2022/03/19"
"1337","","Enthusiasm and Divine Madness","Josef Pieper","Philosophy","Religion","Nonfiction","4.43","30","2022/03/19"
"1338","","On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws","Plato","Philosophy","Nonfiction","Classics","4.06","186","2022/03/19"
"1339","","Loving and Dying: A Reading of Plato's Phaedo, Symposium, and Phaedrus","Richard Gotshalk","","","","4.6","5","2022/03/19"
"1340","","Telling Tales on Caesar: Roman Stories from Phaedrus","Phaedrus","","","","4.0","4","2022/03/19"
"1341","","The Fables of Phaedrus","Phaedrus","Classics","Short Stories","Fiction","3.55","246","2022/03/19"
"1342","","Gorgias/Phaedrus (Agora)","Plato","","","","4.24","25","2022/03/19"
"1343","","Fables from Phaedrus","Phaedrus","Classics","Short Stories","Fiction","3.55","246","2022/03/19"
"1344","","Plato's ""Phaedrus"": A Defense of a Philosophic Art of Writing","Ronna Burger","Philosophy","","","2.5","4","2022/03/19"
"1345","","Phaedrus","Plato","Philosophy","Classics","Nonfiction","3.95","8260","2022/03/19"
"1346","","Phaedrus-Kommentar","Eberhard Oberg","","","","0.0","0","2022/03/19"
"1347","","Rhetoric and Reality in Plato's ""phaedrus""","David A.  White","","","","3.5","2","2022/03/19"
"1348","","The Platonism of Marsilio Ficino: A Study of His Phaedrus Commentary, Its Sources and Genesis","Michael J.B. Allen","","","","0.0","0","2022/03/19"
"1349","","Phaedrus","Plato","Philosophy","Classics","Nonfiction","3.95","8260","2022/03/19"
"1350","","Phaedrus. Fabeln. (Lernmaterialien)","Harald Triebnig","","","","5.0","1","2022/03/19"
"1351","","Statesman","Plato","Philosophy","Politics","Classics","3.84","725","2022/03/19"
"1352","","Cratylus","Plato","Philosophy","Nonfiction","Classics","3.63","1085","2022/03/19"
"1353","","Gorgias","Plato","Philosophy","Classics","Nonfiction","3.96","11034","2022/03/19"
"1354","","Gorgias","Plato","Philosophy","Classics","Nonfiction","3.96","11034","2022/03/19"
"1355","","Gorgias","Plato","Philosophy","Classics","Nonfiction","3.96","11034","2022/03/19"
"1356","","Lysis/Symposium/Gorgias","Plato","Philosophy","Classics","Nonfiction","4.38","486","2022/03/19"
"1357","","Gorgias","Plato","Philosophy","Classics","Nonfiction","3.96","11034","2022/03/19"
"1358","","Encomium of Helen","Gorgias of Leontini","Philosophy","Nonfiction","Classics","3.75","180","2022/03/19"
"1359","","Gorgias: Sophist and Artist","Scott Consigny","","","","3.0","1","2022/03/19"
"1360","Rhetorical Philosophy & Theory","Gorgias and the New Sophistic Rhetoric","Bruce McComiskey","","","","4.0","3","2022/03/19"
"1361","","A Friendly Companion to Plato's Gorgias","George Kimball Plochmann","","","","0.0","0","2022/03/19"
"1362","","The Histories","Herodotus","History","Classics","Nonfiction","3.97","47004","2022/03/19"
"1363","","The Histories","Herodotus","History","Classics","Nonfiction","3.97","47004","2022/03/19"
"1364","","The History (Great Minds)","Herodotus","History","Classics","Nonfiction","3.97","47004","2022/03/19"
"1365","","The Histories","Herodotus","History","Classics","Nonfiction","3.97","47004","2022/03/19"
"1366","","The Histories","Herodotus","History","Classics","Nonfiction","3.97","47004","2022/03/19"
"1367","","The Histories","Herodotus","History","Classics","Nonfiction","3.97","47004","2022/03/19"
"1368","","The Histories","Herodotus","History","Classics","Nonfiction","3.97","47004","2022/03/19"
"1369","","The History","Herodotus","History","Classics","Nonfiction","3.97","47004","2022/03/19"
"1370","","The Persian War (Translations from Greek & Roman Authors)","Herodotus","History","Classics","History","4.03","486","2022/03/19"
"1371","","The Iliad","Homer","Classics","Poetry","Fiction","3.89","394282","2022/03/19"
"1372","","The Iliad","Homer","Classics","Poetry","Fiction","3.89","394282","2022/03/19"
"1373","","Iliad","Homer","Classics","Poetry","Fiction","3.89","394282","2022/03/19"
"1374","","The Iliad","Homer","Classics","Poetry","Fiction","3.89","394282","2022/03/19"
"1375","","The Iliad/The Odyssey","Homer","Classics","Fiction","Poetry","4.05","68670","2022/03/19"
"1376","","The Iliad","Homer","Classics","Poetry","Fiction","3.89","394282","2022/03/19"
"1377","","The Iliad","Homer","Classics","Poetry","Fiction","3.89","394282","2022/03/19"
"1378","","The Essential Iliad","Homer","Classics","Poetry","Fiction","3.89","394283","2022/03/19"
"1379","","An Iliad","Alessandro Baricco","Fiction","Fantasy","Mythology","3.69","6062","2022/03/19"
"1380","","The Iliad","Homer","Classics","Poetry","Fiction","3.89","394283","2022/03/19"
"1381","","The Odyssey","Homer","Classics","Fiction","Poetry","3.79","951006","2022/03/19"
"1382","","The Odyssey","Homer","Classics","Fiction","Poetry","3.79","951006","2022/03/19"
"1383","","The Odyssey","Homer","Classics","Fiction","Poetry","3.79","951006","2022/03/19"
"1384","","The Odyssey","Homer","Classics","Fiction","Poetry","3.79","951006","2022/03/19"
"1385","","African American Odyssey","Debra Newman Ham","","","","0.0","0","2022/03/19"
"1386","","Cliffs Notes on Homer's The Odyssey","Stanley P. Baldwin","Reference","Classics","Literature","3.72","57","2022/03/19"
"1387","","The Odyssey","Homer","Classics","Fiction","Poetry","3.79","951010","2022/03/19"
"1388","","Odyssey","Homer","Classics","Fiction","Poetry","3.79","951010","2022/03/19"
"1389","","Mathematics: A Practical Odyssey [with CengageNOW, Personal Tutor, and Student Book Companion Site Printed Access Code]","David B. Johnson","","","","3.33","18","2022/03/19"
"1390","","Earth Odyssey: Around the World in Search of Our Environmental Future","Mark Hertsgaard","Environment","Nonfiction","Science","4.22","291","2022/03/19"
"1391","","Aeneid: Selections from Books 1, 2, 4, 6, 10, 12","Virgil","Classics","Poetry","Textbooks","4.33","87","2022/03/19"
"1392","","Aeneid: Books I-VI","Virgil","Classics","Poetry","Fiction","4.11","1597","2022/03/19"
"1393","","Vergil Vocabulary Cards for AP Select: PB","Dennis De Young","","","","0.0","0","2022/03/19"
"1394","","Vergil's Aeneid, 10 & 12: Pallas & Turnus (Latin Edition) (Bks. 10) (Bks. 10 & 12)","Virgil","Classics","","","3.83","12","2022/03/19"
"1395","","Aeneid: Hero, War, Humanity","Virgil","Academic","Read For School","Fantasy","4.03","31","2022/03/19"
"1396","Howell reference books","Herding Dogs: Progressive Training","Vergil S. Holland","Animals","Dogs","","4.07","101","2022/03/19"
"1397","","Vergil: A Legamus Transitional Reader","Thomas J. Sienkewicz","Humanities","Language","","3.71","7","2022/03/19"
"1398","","Latin (Vergil)","Jack Rudman","","","","0.0","0","2022/03/19"
"1399","","Vergil's Aeneid: Books I-VI","Virgil","Classics","Poetry","Fiction","4.11","1597","2022/03/19"
"1400","","","","","","","","","2022/03/19"
"1401","","Midwest Eclogue","David  Baker","Poetry","","","3.79","75","2022/03/19"
"1402","","Eclogues. Georgics. Aeneid: Books 1-6","Virgil","Poetry","Classics","Fiction","4.26","550","2022/03/19"
"1403","","City Eclogue","Ed Roberson","Poetry","Cultural","African American","4.13","78","2022/03/19"
"1404","","Eclogues and Georgics","Virgil","Poetry","Classics","Philosophy","3.79","511","2022/03/19"
"1405","","The Eclogues and The Georgics","Virgil","Poetry","Classics","Philosophy","3.79","511","2022/03/19"
"1406","","Eclogues and Georgics of Virgil","Virgil","Poetry","Classics","Philosophy","3.79","511","2022/03/19"
"1407","","The Eclogues of Virgil: A Translation","Virgil","Poetry","Classics","Fiction","3.89","2503","2022/03/19"
"1408","","Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces, Marinades, Dry Rubs, Wet Rubs, Mops and Salsas","Paul Kirk","Food and Drink","Cookbooks","Food and Drink","3.99","70","2022/03/19"
"1409","","The Dry Danube: A Hitler Forgery","Paul West","","","","3.93","15","2022/03/19"
"1410","","Lacrimal Gland, Tear Film, and Dry Eye Syndromes: Basic Science and Clinical Relevance","David A. Sullivan","","","","0.0","0","2022/03/19"
"1411","","Old Dry Frye","Paul Brett Johnson","","","","4.04","24","2022/03/19"
"1412","","Power Publicity for Dry Cleaners","Paul Hartunian","","","","3.0","1","2022/03/19"
"1413","","Dry Water","Paul B. Vitta","","","","0.0","0","2022/03/19"
"1414","","The Riverside Shakespeare","William Shakespeare","Classics","Plays","Poetry","4.56","4462","2022/03/19"
"1415","","World of Shakespeare: The Complete Plays and Sonnets of William Shakespeare (38 Volume Library)","William Shakespeare","Poetry","Plays","","4.8","49","2022/03/19"
"1416","","The Norton Shakespeare","William Shakespeare","Plays","Poetry","Fiction","4.57","1861","2022/03/19"
"1417","","The Complete Pelican Shakespeare","William Shakespeare","Classics","Poetry","Plays","4.55","1733","2022/03/19"
"1418","","Complete Works of William Shakespeare","William Shakespeare","Classics","Poetry","Fiction","4.47","52707","2022/03/19"
"1419","","The Complete Works","William Shakespeare","Classics","Poetry","Fiction","4.47","52707","2022/03/19"
"1420","","Hamlet","William Shakespeare","Classics","Plays","Fiction","4.03","822273","2022/03/19"
"1421","","The Oxford Shakespeare: The Complete Works","William Shakespeare","Classics","Plays","Poetry","4.62","905","2022/03/19"
"1422","","Shakespeare Set Free: Teaching Romeo & Juliet, Macbeth & Midsumr Night'","William Shakespeare","Teaching","Nonfiction","Education","4.3","105","2022/03/19"
"1423","","The Compleat Works of Wllm Shkspr (abridged)","Adam Long","Plays","Classics","Humor","4.46","8589","2022/03/19"
"1424","","The Pilgrimage: A Contemporary Quest for Ancient Wisdom","Paulo Coelho","Fiction","Philosophy","Spirituality","3.64","54732","2022/03/19"
"1425","","The Valkyries","Paulo Coelho","Fiction","Spirituality","Philosophy","3.32","24580","2022/03/19"
"1426","","Warrior of the Light","Paulo Coelho","Fiction","Philosophy","Spirituality","3.69","34617","2022/03/19"
"1427","","The Zahir","Paulo Coelho","Fiction","Novels","Philosophy","3.58","73851","2022/03/19"
"1428","On the Seventh Day","By the River Piedra I Sat Down and Wept","Paulo Coelho","Fiction","Romance","Philosophy","3.57","94257","2022/03/19"
"1429","","The Fifth Mountain","Paulo Coelho","Fiction","Historical","Historical Fiction","3.63","41312","2022/03/19"
"1430","","Eleven Minutes","Paulo Coelho","Fiction","Romance","Novels","3.7","161967","2022/03/19"
"1431","On the Seventh Day","Veronika Decides to Die","Paulo Coelho","Fiction","Contemporary","Philosophy","3.71","195788","2022/03/19"
"1432","","Hamlet","William Shakespeare","Classics","Plays","Fiction","4.03","822273","2022/03/19"
"1433","","Hamlet","William Shakespeare","Classics","Plays","Fiction","4.03","822273","2022/03/19"
"1434","","Hamlet","William Shakespeare","Classics","Plays","Fiction","4.03","822273","2022/03/19"
"1435","","","","","","","","","2022/03/19"
"1436","","Hamlet (Norton Critical Edition)","William Shakespeare","Classics","Plays","Fiction","4.03","822273","2022/03/19"
"1437","","Cliffs Notes on Shakespeare's Hamlet","Carla Lynn Stockton","Nonfiction","Audiobook","Academic","3.65","83","2022/03/19"
"1438","","Shakespeare's Hamlet","William Shakespeare","Classics","Plays","Fiction","4.03","822273","2022/03/19"
"1439","","Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth","Giorgio de Santillana","History","Nonfiction","Fantasy","4.25","659","2022/03/19"
"1440","","History of the Peloponnesian War: Bk. 1-2","Thucydides","History","Classics","Nonfiction","4.32","229","2022/03/19"
"1441","","On Justice, Power and Human Nature: Selections from The History of the Peloponnesian War","Thucydides","History","Philosophy","Classics","3.74","767","2022/03/19"
"1442","Αρχαία Ελληνική Γραμματεία: Οι Έλληνες","The Peloponnesian War, Bk. 2","Thucydides","History","Classics","","4.21","47","2022/03/19"
"1443","","Thucydides Reader: Annotated Passages from Books I-VIII of the Histories","Thucydides","","","","3.83","6","2022/03/19"
"1444","","History of the Peloponnesian War: Bk. 5-6","Thucydides","History","Nonfiction","History","4.37","54","2022/03/19"
"1445","","The Peloponnesian War","Thucydides","History","Classics","Nonfiction","3.88","32409","2022/03/19"
"1446","","Historiae, Vol. 2","Thucydides","","","","4.25","8","2022/03/19"
"1447","","Thucydides: An Introduction for the Common Reader","Perez Zagorin","History","History","Ancient History","3.79","29","2022/03/19"
"1448","","A Historical Commentary on Thucydides: A Companion to Rex Warner's Penguin Translation","David E. Cartwright","","","","3.5","2","2022/03/19"
"1449","","The Peloponnesian War","Thucydides","History","Classics","Nonfiction","3.88","32409","2022/03/19"
"1450","","Thucydides","Simon Hornblower","History","","","4.0","9","2022/03/19"
"1451","","Thucydides: Book I","E.C. Marchant","History","Classics","Cultural","4.13","39","2022/03/19"
"1452","","Thucydides, Hobbes, and the Interpretation of Realism","Laurie M. Johnson","","","","4.0","3","2022/03/19"
"1453","","Once Again for Thucydides: Fiction","Peter Handke","Short Stories","Contemporary","European Literature","3.73","104","2022/03/19"
"1454","","Thucydides Book I: A Students' Grammatical Commentary","Howard Don Cameron","","","","3.0","2","2022/03/19"
"1455","","Thucydides: Man's Place in History","H. P. Stahl","","","","0.0","0","2022/03/19"
"1456","","Apologies to Thucydides: Understanding History as Culture and Vice Versa","Marshall Sahlins","History","Anthropology","Nonfiction","4.44","36","2022/03/19"
"1457","","Thucydides","W. Robert Connor","History","Classics","Nonfiction","4.27","26","2022/03/19"
"1458","","The Intellectual Revolution: Selections from Euripides, Thucydides and Plato","Joint Association of Classical Teachers’ Greek Course","Humanities","Language","","4.0","12","2022/03/19"
"1459","","History of the Peloponnesian War, Bk. 7-8","Thucydides","History","Classics","Military","4.36","47","2022/03/19"
"1460","","A Historical Commentary on Thucydides: Volume 1: Introduction and Commentary on Book I","A.W. Gomme","","","","3.6","5","2022/03/19"
"1461","","Thucydides, Book 6 Commentary","Cynthia W. Shelmerdine","","","","4.0","1","2022/03/19"
"1462","","Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus","Euripides","Classics","Plays","Drama","3.99","16762","2022/03/19"
"1463","","Euripides V: Electra / The Phoenician Women / The Bacchae","Euripides","Classics","Plays","Drama","4.21","3476","2022/03/19"
"1464","","Euripides: Ten Plays","Euripides","Classics","Plays","Drama","4.17","1872","2022/03/19"
"1465","","Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis","Euripides","Classics","Plays","Drama","4.21","610","2022/03/19"
"1466","","Grief Lessons: Four Plays by Euripides","Anne Carson","Plays","Classics","Poetry","4.42","1119","2022/03/19"
"1467","","Ten Plays","Euripides","Classics","Plays","Drama","4.17","1872","2022/03/19"
"1468","","Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies, #7)","Euripides","Classics","Plays","Drama","4.0","604","2022/03/19"
"1469","","Bacchae","Euripides","Plays","Classics","Drama","3.88","18087","2022/03/19"
"1470","","Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen","Euripides","Classics","Plays","Drama","4.29","891","2022/03/19"
"1471","","Three Plays of Euripides: Alcestis, Medea, the Bacchae","Euripides","Plays","Classics","Drama","3.97","316","2022/03/19"
"1472","","Electra and Other Plays","Euripides","Classics","Plays","Drama","4.03","356","2022/03/19"
"1473","","Medea and Other Plays","Euripides","Classics","Plays","Drama","3.99","16762","2022/03/19"
"1474","","Cyclops / Alcestis / Medea","Euripides","Plays","Classics","Drama","4.23","73","2022/03/19"
"1475","","Medea","Euripides","Classics","Plays","Drama","3.9","63826","2022/03/19"
